origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;CHV_sim_score;MLM_selection;MLM_substitution;MLM_sim_score
wiki_fully;1488;Other risk factors include diabetes, being uncircumcised, and having a large prostate.;diabetes;['diabetes'];diabetes;100.0;['smoking', 'age', 'stroke', 'cancer', 'HIV', 'depression', 'infection', 'pneumonia', 'MI', 'alcohol'];cancer;33
wiki_fully;1490;Women are more prone to UTIs than men because, in females, the urethra is much shorter and closer to the anus.;UTIs;['urinary tract infection'];urinary tract infection;17.0;['infection', 'bleeding', 'infections', 'cancer', 'irritation', 'inflammation', 'conception', 'injury', 'retention', 'calculus'];infection;22
wiki_fully;1491;Complicated UTIs are more difficult to treat and usually requires more aggressive evaluation, treatment and follow-up.;UTIs;['urinary tract infection'];urinary tract infection;17.0;['infections', 'issues', 'bones', 'lungs', 'lesions', 'conditions', 'pneumonia', 'infection', 'symptoms', 'problems'];infections;22
wiki_fully;1500;HCV is not spread through casual contact, such as hugging, kissing, or sharing eating or cooking utensils.;HCV;[];;;['HIV', 'Access', 'MS', 'infection', 'CT', 'Arm', 'Pain', 'Fever', 'MV', 'Blood'];HIV;67
wiki_fully;1507;"There is no evidence that breast-feeding spreads HCV; however, to be cautious, an infected mother is advised to avoid breastfeeding if her nipples are cracked and bleeding, or her viral loads are high.";HCV;[];;;['infection', 'HIV', 'safe', 'infected', 'seizure', 'viral', 'good', 'pneumonia', 'blood', 'virus'];infection;22
wiki_fully;1513;He was elected president in 1840, and died of pneumonia in April 1841, a month after taking office.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0;['stroke', 'MI', 'cancer', 'death', 'infection', 'depression', 'collapse', 'diabetes', 'tuberculosis', 'failure'];cancer;27
wiki_fully;1516;President Wilson suffered a severe stroke in October 1919.;stroke;['stroke', 'acute stroke'];stroke;100.0;['MI', 'seizure', 'headache', 'bleed', 'attack', 'pneumonia', 'weakness', 'event', 'deficit', 'MR'];seizure;33
wiki_fully;1520;A Crafoord Prize is only awarded for polyarthritis when a special committee decides that substantial progress in the field has been made.;polyarthritis;['polyarthritis', 'polyarticular arthritis', 'arthritis'];polyarticular arthritis;52.0;['malaria', 'pneumonia', 'surgery', 'medicine', 'tuberculosis', 'depression', 'pain', 'concussion', 'disability', 'hearing'];pneumonia;33
wiki_fully;1527;Henry's obesity hastened his death at the age of 55, which occurred on 28 January 1547 in the Palace of Whitehall, on what would have been his father's 90th birthday.;Henry;[];;;['Father', 'General', 'Physical', 'Secondary', 'Recent', 'Brother', 'Adult', 'Similarly', 'chronic', '*'];General;60
wiki_fully;1533;She had to check the muskrat traps in nearby marshes, even after contracting measles.;measles;['Measles disease'];Measles disease;59.0;['malaria', 'flu', 'tuberculosis', 'virus', 'infection', 'disease', 'cocaine', 'fire', 'pneumonia', 'fever'];flu;25
wiki_fully;1542;They had hoped that the desert climate would help him recuperate from tuberculosis, but Robertson died in 1914.;tuberculosis;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);88.0;['cancer', 'pneumonia', 'diabetes', 'smoking', 'HIV', 'infection', 'Cancer', 'disease', 'tobacco', 'cough'];pneumonia;40
wiki_fully;1547;Feuermann died all too prematurely in 1942 due to complications in a surgical operation for hemorrhoids, short of his fortieth birthday.;hemorrhoids;['hemorrhoid (pile)'];hemorrhoid (pile);80.0;['bleeding', 'cancer', 'liver', 'tumor', 'bleed', 'stomach', 'blood', 'kidney', 'brain', 'abdomen'];bleeding;27
wiki_fully;1553;Sendak died on May 8, 2012, in Danbury, Connecticut, at Danbury Hospital, from complications of a stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0;['pneumonia', 'seizure', 'MI', 'bleed', 'fall', 'cancer', 'headache', 'murmur', 'tumor', 'fever'];pneumonia;13
wiki_fully;1560;The leaves and bark are used for controlling blood pressure and gingivitis.;gingivitis;['gum inflammation'];gum inflammation;35.0;['cough', 'pain', 'nausea', 'fever', 'swelling', 'diabetes', 'temperature', 'congestion', 'headache', 'fatigue'];diabetes;17
wiki_fully;1564;The posterior pituitary (or neurohypophysis) is a lobe of the gland that is functionally connected to the hypothalamus by the median eminence via a small tube called the pituitary stalk (also called the infundibular stalk or the infundibulum).;neurohypophysis;[];;;['capsule', 'body', 'cortex', 'mass', 'apex', 'equivalent', 'corpus', 'stomach', 'tail', 'pole'];body;22
wiki_fully;1566;The main story of the episode's first act sees Bart get appendicitis from eating a jagged metal Krusty-O.;appendicitis;['appendicitis'];appendicitis;100.0;['back', 'upset', 'pain', 'nausea', 'bleeding', 'blood', 'discomfort', 'irritated', 'cancer', 'food'];pain;40
wiki_fully;1567;"He stated that ""you ca n't get"" appendicitis from eating a piece of metal, but the writers decided to do it anyway.";appendicitis;['appendicitis'];appendicitis;100.0;['blood', 'food', 'pain', 'cancer', 'inflammation', 'bleeding', 'irritation', 'gas', 'complications', 'infection'];pain;40
wiki_fully;1568;Bart collapses on the medical room floor, and is taken to Springfield General Hospital where he undergoes surgery from Dr. Hibbert and Dr. Nick, as it emerges he has appendicitis.;appendicitis;['appendicitis'];appendicitis;100.0;['diabetes', 'pain', 'surgery', 'cancer', 'pneumonia', 'nausea', 'AAA', 'symptoms', 'passed', 'contracted'];cancer;33
wiki_fully;1571;Radcliffe is an asthma sufferer who has campaigned against the use of drugs in sport.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0;['alcohol', 'anxiety', 'autism', 'HIV', 'AIDS', 'abuse', 'addiction', 'auto', 'exercise', 'eye'];anxiety;31
wiki_fully;1586;They may also include leukoaraiosis (changes in the white matter of the brain): the white matter is more susceptible to vascular blockage due to reduced amount of blood vessels as compared to the cerebral cortex.;leukoaraiosis;[];;;['infection', 'inflammation', 'pneumonia', 'blood', 'stroke', 'inflammatory', 'mass', 'infectious', 'congestion', 'tumor'];infection;11
wiki_fully;1587;In a broad study in 1998, more than 11 million people were estimated to have experienced a stroke in the United States.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'MI', 'bleed', 'pneumonia', 'headache', 'fall', 'fracture', 'fever', 'murmur', 'coma'];seizure;33
wiki_fully;1597;Fortunately, he was able to beat the gangrene before that became necessary, and was awarded a Purple Heart.;gangrene;['gangrene'];gangrene;100.0;['murmur', 'heart', 'blood', 'stomach', 'gas', 'bleeding', 'pain', 'chest', 'pulse', 'nerve'];blood;0
wiki_fully;1603;The Stanley Cup was not awarded in 1919 because of a Spanish flu epidemic, and in 2005, as a consequence of the NHL lockout.;flu;['flu'];flu;100.0;['virus', 'viral', 'malaria', 'fever', 'HIV', 'local', 'type', 'cold', 'drug', 'vaccine'];virus;29
wiki_fully;1607;Nonetheless, when he fell ill with smallpox, Anne Marie nursed him until his recovery.;smallpox;['smallpox disease', 'alastrim'];smallpox disease;70.0;['cough', 'pneumonia', 'flu', 'sob', 'oxygen', 'coughing', 'weakness', 'fever', 'fatigue', 'breath'];pneumonia;24
wiki_fully;1619;Obesity increases the risk of many physical and mental conditions.;Obesity;['obesity'];obesity;100.0;['Depression', 'diabetes', 'anxiety', 'depression', 'HIV', 'Iron', 'infection', 'pneumonia', 'fatigue', 'age'];diabetes;40
wiki_fully;1620;Some research shows that obese people are less likely to be hired for a job and are less likely to be promoted.;obese;['obesity'];obesity;100.0;['lean', 'thin', 'older', 'younger', 'healthy', 'elderly', 'young', 'small', 'fat', 'tall'];elderly;18
wiki_fully;1621;People are considered obese when their body mass index (BMI), a measurement obtained by dividing a person's weight by the square of the person's height, exceeds 30 kg/m2.;obese;['obesity'];obesity;100.0;['lean', 'fat', 'thin', 'tall', 'normal', 'depressed', 'dry', 'large', 'healthy', 'comfortable'];normal;20
wiki_fully;1625;He almost died of malnutrition.;malnutrition;['malnutrition', 'undernutrition'];malnutrition;100.0;['cancer', 'pneumonia', 'depression', 'stroke', 'MI', 'diabetes', 'infection', 'bleeding', 'strokes', 'complications'];cancer;40
wiki_fully;1629;He remained in a coma for three months.;coma;['coma'];coma;100.0;['seizure', 'wheelchair', 'bed', 'code', 'hospital', 'stroke', 'chair', 'gag', 'headache', 'confusion'];hospital;20
wiki_fully;1630;After being in a coma for three months, Argov regained consciousness, and was returned to Israel.;coma;['coma'];coma;100.0;['seizure', 'stroke', 'wheelchair', 'car', 'hospital', 'chair', 'crash', 'headache', 'flutter', 'bed'];hospital;20
wiki_fully;1632;During the late 1990s, Lessing suffered a mini-stroke which stopped her from traveling during her later years.;mini-stroke;['transient cerebral ischemia'];transient cerebral ischemia;29.0;['stroke', 'seizure', 'fall', 'MI', 'pneumonia', 'headache', 'fracture', 'concussion', 'accident', 'bleed'];stroke;62
wiki_fully;1643;The major complications include hemorrhage (1-2%) and infection (3-5%).;hemorrhage;['bleeding'];bleeding;14.0;['bleeding', 'stroke', 'bleed', 'blood', 'headache', 'death', 'pneumonia', 'swelling', 'seizure', 'inflammation'];bleeding;14
wiki_fully;1644;DBS is approved in the United States by the Food and Drug Administration for the treatment of Parkinson's.;Parkinson's;"[""Parkinson's disease""]";Parkinson's disease;76.0;['depression', 'anxiety', 'diabetes', 'pneumonia', 'HIV', 'cancer', 'stroke', 'tuberculosis', 'MS', 'agitation'];depression;44
wiki_fully;1646;DBS does not cure Parkinson's, but it can help manage some of its symptoms and subsequently improve the patient's quality of life.;Parkinson's;"[""Parkinson's disease""]";Parkinson's disease;76.0;['MS', 'diabetes', 'HIV', 'cancer', 'strokes', 'PD', 'AIDS', 'symptoms', 'stroke', 'disease'];diabetes;12
wiki_fully;1652;It seems likely that the real cause of Marie Louise's death was appendicitis.;appendicitis;['appendicitis'];appendicitis;100.0;['cancer', 'pneumonia', 'liver', 'cardiac', 'alcohol', 'unknown', 'infection', 'unclear', 'stroke', 'diabetes'];cancer;33
wiki_fully;1658;Gajdusek's best-known work focused on kuru.;kuru;['kuru'];kuru;100.0;['malaria', 'depression', 'insulin', 'tuberculosis', 'drugs', 'iron', 'cocaine', 'alcohol', 'hearing', 'diabetes'];depression;18
wiki_fully;1660;Further research on the scrapie agent by Stanley Prusiner and others led to the identification of endogenous proteins called prions as the cause of these diseases.;scrapie;['scrapie'];scrapie;100.0;['scrap', 'seizure', 'magic', 'virus', 'disease', 'clearing', 'destruction', 'parasite', 'protein', 'malaria'];seizure;33
wiki_fully;1661;He lived among the Fore, studied their language and culture, and performed autopsies on kuru victims.;kuru;['kuru'];kuru;100.0;['death', 'multiple', 'bear', 'human', 'tree', 'male', 'elephant', 'ka', 'kill', 'burn'];death;0
wiki_fully;1674;Returning to work, Fine and the other two Stooges were working on a new TV series entitled Kook's Tour in January 1970 when Larry suffered a debilitating stroke that paralyzed the left side of his body.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'attack', 'event', 'brain', 'episode', 'MCA', 'spell', 'weakness', 'MI', 'injury'];seizure;33
wiki_fully;1676;He died of pneumonia in Belleville, only days short of his 94th birthday, and was buried in the Belleville Cemetery.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0;['cancer', 'stroke', 'MI', 'bleeding', 'seizure', 'infection', 'blood', 'depression', 'trauma', 'tuberculosis'];cancer;27
wiki_fully;1679;"He became the second victim of the cholera epidemic of 1831 and was buried in an unmarked ""pauper's"" grave.";cholera;['cholera'];cholera;100.0;['malaria', 'HIV', 'flu', 'tuberculosis', 'severe', 'plague', 'virus', 'cancer', 'viral', 'cerebral'];HIV;20
wiki_fully;1680;Alba has also had asthma since she was a child.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0;['cough', 'anxiety', 'depression', 'diabetes', 'pneumonia', 'headache', 'CP', 'fatigue', 'smoking', 'pain'];anxiety;31
wiki_fully;1688;People with bronchiectasis may have bad breath indicative of active infection.;bronchiectasis;['bronchiectasis'];bronchiectasis;100.0;['diabetes', 'pneumonia', 'cancer', 'cough', 'depression', 'HIV', 'anxiety', 'AIDS', 'fever', 'smoking'];diabetes;32
wiki_fully;1691;Except for one press appearance on May 23, 2011, Camping largely avoided press interviews after May 21, particularly after he suffered a stroke in June 2011.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'MI', 'bleed', 'headache', 'pneumonia', 'attack', 'event', 'brain', 'fall', 'block'];pneumonia;13
wiki_fully;1692;In October 2011, he retired from active broadcasting following a stroke, but still maintained a role at Family Radio.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'headache', 'fall', 'pneumonia', 'MI', 'bleed', 'cold', 'fever', 'fracture', 'concussion'];seizure;33
wiki_fully;1699;Both her parents died, her mother died at age 54 from complications after strokes and her father died at age 52 several years later.;strokes;['stroke', 'acute stroke'];stroke;100.0;['MI', 'infections', 'falls', 'cancer', 'pneumonia', 'bleeding', 'complications', 'tumors', 'brains', 'lesions'];cancer;17
wiki_fully;1701;On June 12, 1994, Calloway suffered a severe stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'MI', 'headache', 'pneumonia', 'bleed', 'fall', 'attack', 'weakness', 'MR', 'cough'];headache;15
wiki_fully;1722;The American Board of Allergy, Asthma, and Immunology is a conjoint board between internal medicine and pediatrics.;Asthma;['asthma', 'bronchitic asthma'];asthma;100.0;['pneumonia', 'diabetes', 'anxiety', 'genetics', 'infection', 'cancer', 'sleep', 'pulmonary', 'autism', 'medicine'];diabetes;33
wiki_fully;1724;Within three months of his marriage, Dürer left for Italy, alone, perhaps stimulated by an outbreak of plague in Nuremberg.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0;['tuberculosis', 'disease', 'infection', 'flu', 'virus', 'worms', 'malaria', 'cancer', 'death', 'fever'];disease;18
wiki_fully;1727;"The heterozygote has a permanent advantage (a higher fitness) so long as malaria exists; and it has existed as a human parasite for a long time.";malaria;['malaria', 'malarial fever'];malaria;100.0;['parasite', 'immunity', 'infection', 'virus', 'transmission', 'human', 'HIV', 'sex', 'DNA', 'disease'];infection;15
wiki_fully;1751;It is thought that soon after arrival she contracted syphilis from the Elector, which explains why Anna Maria Luisa and Johann Wilhelm failed to produce any children.;syphilis;['syphilis'];syphilis;100.0;['HIV', 'tuberculosis', 'malaria', 'infection', 'virus', 'AIDS', 'bacteria', 'infections', 'diabetes', 'depression'];HIV;40
wiki_fully;1754;NK cells provide rapid responses to virally infected cells and respond to tumor formation, acting at around 3 days after infection.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'sphere', 'bone', 'colony', 'target', 'hybrid', 'memory', 'cell', 'disease'];cancer;18
wiki_fully;1756;He died at the Castle of Moncalieri having suffered an attack of apoplexy.;apoplexy;['stroke', 'acute stroke'];stroke;29.0;['depression', 'cancer', 'bleeding', 'stroke', 'suicide', 'pneumonia', 'anxiety', 'MI', 'diabetes', 'death'];depression;27
wiki_fully;1780;It was the first time since 1919 when a Spanish flu pandemic canceled the playoffs that the Stanley Cup was not awarded.;flu;['flu'];flu;100.0;['virus', 'viral', 'fever', 'vaccine', 'return', 'returned', 'shot', 'head', 'malaria', 'HIV'];fever;25
wiki_fully;1785;She was on medication for epilepsy and had an abnormally large heart.;epilepsy;['epilepsy', 'aura'];epilepsy;100.0;['anxiety', 'depression', 'seizure', 'sleep', 'pneumonia', 'diabetes', 'agitation', 'nausea', 'pain', 'flutter'];depression;53
wiki_fully;1790;Risk factors include: poverty, malnutrition, deforestation and urbanization.;malnutrition;['malnutrition', 'undernutrition'];malnutrition;100.0;['depression', 'diabetes', 'infection', 'nutrition', 'alcohol', 'illness', 'anxiety', 'smoking', 'pneumonia', 'drinking'];depression;12
wiki_fully;1792;The treatment needed is determined by where the disease is acquired, the species of Leishmania and the type of infection.;Leishmania;[];;;['fungi', 'bacteria', 'yeast', 'parasite', 'fungus', 'infection', 'virus', 'flora', 'host', 'origin'];bacteria;33
wiki_fully;1793;Amastigotes multiply in infected cells and affect different tissues, depending in part on which Leishmania species is involved (4).;Leishmania;[];;;['parasite', 'bacterial', 'host', 'tissue', 'cell', 'organism', 'yeast', 'tumor', 'bacteria', 'insect'];parasite;24
wiki_fully;1795;Leishmaniasis can be partly prevented by sleeping under nets treated with insecticide.;Leishmaniasis;['leishmaniasis', 'leishmania infections'];leishmania infections;69.0;['HIV', 'Depression', 'Secondary', 'AIDS', 'malaria', 'Fever', 'Cancer', 'MAC', 'infection', 'Disease'];HIV;27
wiki_fully;1796;Infections in humans are caused by more than 20 species of Leishmania.;Leishmania;[];;;['fungi', 'yeast', 'bacteria', 'parasite', 'organisms', 'fungus', 'mold', 'viruses', 'bacterial', 'flora'];bacteria;33
wiki_fully;1797;Which can transmit the infection Leishmania.;Leishmania;[];;;['rapidly', 'back', 'quickly', 'yeast', 'infection', 'successfully', 'bacteria', 'independently', 'fungus', 'resistance'];infection;25
wiki_fully;1806;Anne Frank and her sister, Margot Frank, were eventually transferred to the Bergen-Belsen concentration camp, where they died of typhus in March 1945.;typhus;['typhus', 'typhoid fever', 'epidemic typhus'];typhus;100.0;['tuberculosis', 'flu', 'pneumonia', 'malaria', 'fever', 'infection', 'cancer', 'fungus', 'illness', 'plague'];tuberculosis;25
wiki_fully;1811;Syphilis can not be contracted through toilet seats, daily activities, hot tubs, or sharing eating utensils or clothing.;Syphilis;['syphilis'];syphilis;100.0;['HIV', 'AIDS', 'Depression', 'MS', 'Fever', 'tuberculosis', 'infection', 'MAC', 'MR', 'malaria'];HIV;40
wiki_fully;1816;There may be a symmetrical, reddish-pink, non-itchy rash on the trunk and extremities, including the palms and soles.;rash;['rash'];rash;100.0;['area', 'patch', 'eruption', 'skin', 'spot', 'reaction', 'plaque', 'appearance', 'fold', 'mass'];skin;25
wiki_fully;1819;Early latent syphilis may have a relapse of symptoms.;syphilis;['syphilis'];syphilis;100.0;['infection', 'HIV', 'infections', 'tuberculosis', 'MS', 'virus', 'disease', 'syndrome', 'type', 'forms'];HIV;40
wiki_fully;1825;Approximately 30 to 60% of those exposed to primary or secondary syphilis will get the disease.;syphilis;['syphilis'];syphilis;100.0;['infection', 'tuberculosis', 'infections', 'exposure', 'drugs', 'disease', 'virus', 'HIV', 'agents', 'diseases'];infection;15
wiki_fully;1826;Neurosyphilis refers to an infection involving the central nervous system.;Neurosyphilis;['neurosyphilis', 'general paresis'];neurosyphilis;100.0;['HIV', 'Depression', 'AIDS', 'depression', 'MS', 'anxiety', 'pneumonia', 'diabetes', 'ID', 'MR'];Depression;32
wiki_fully;1827;"Syphilis is transmitted primarily by sexual contact or during pregnancy from a mother to her fetus; the spirochaete is able to pass through intact mucous membranes or compromised skin.";Syphilis;['syphilis'];syphilis;100.0;['HIV', 'AIDS', 'Depression', 'malaria', 'MS', 'infection', 'Disease', 'Fever', 'Cancer', 'ID'];HIV;40
wiki_fully;1829;The United Kingdom uses a cut-off of two years for early and late latent syphilis.;syphilis;['syphilis'];syphilis;100.0;['infections', 'HIV', 'infection', 'disease', 'cases', 'tuberculosis', 'diseases', 'stages', 'diagnosis', 'organisms'];disease;15
wiki_fully;1830;The signs and symptoms of syphilis vary depending in which of the four stages it presents (primary, secondary, latent, and tertiary).;syphilis;['syphilis'];syphilis;100.0;['infection', 'HIV', 'AIDS', 'disease', 'depression', 'symptoms', 'inflammation', 'infections', 'tuberculosis', 'MS'];HIV;40
wiki_fully;1834;The cause of death was not reported initially, but it is mentioned that Baraka had a long struggle with diabetes.;diabetes;['diabetes'];diabetes;100.0;['cancer', 'life', 'depression', 'suicide', 'health', 'nutrition', 'death', 'food', 'alcohol', 'illness'];cancer;33
wiki_fully;1846;In 1995, at the age of nineteen, Perales was diagnosed with neuropathy and lost the use of her legs within three months.;neuropathy;['neuropathy'];neuropathy;100.0;['diabetes', 'depression', 'stroke', 'weakness', 'pneumonia', 'fatigue', 'confusion', 'cancer', 'headache', 'anxiety'];diabetes;25
wiki_fully;1857;For instance, cancer is responsible for many deaths but is not considered a pandemic because the disease is not infectious or contagious.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['infection', 'pneumonia', 'HIV', 'tuberculosis', 'virus', 'liver', 'diabetes', 'stroke', 'malaria', 'blood'];infection;33
wiki_fully;1864;The oldest, Christian, died in a boating accident in 1934, and another, Harald, died from childhood meningitis.;meningitis;['meningitis', 'meningitis/encephalitis', 'pachymeningitis'];meningitis;100.0;['pneumonia', 'cancer', 'MI', 'bleeding', 'diabetes', 'infection', 'stroke', 'infections', 'trauma', 'depression'];cancer;17
wiki_fully;1878;By May 1904, Chekhov was terminally ill with tuberculosis.;tuberculosis;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);88.0;['cancer', 'HIV', 'diabetes', 'pneumonia', 'AIDS', 'depression', 'infection', 'cough', 'malaria', 'disease'];infection;24
wiki_fully;1884;"The exact cause of sarcopenia is unknown, but it may be due to a combination of the gradual failure in the ""satellite cells"" which help to regenerate skeletal muscle fibers, and a decrease in sensitivity to or the availability of critical secreted growth factors which are necessary to maintain muscle mass and satellite cell survival.";sarcopenia;['sarcopenia'];sarcopenia;100.0;['death', 'failure', 'infection', 'symptoms', 'toxicity', 'inflammation', 'suppression', 'injury', 'illness', 'confusion'];death;27
wiki_fully;1895;The event that spurred him into writing was the death by polio of 18-year-old Manon Gropius, the daughter of Alma Mahler (once Gustav Mahler's wife) and Walter Gropius.;polio;['polio', 'polioencephalitis'];polio;100.0;['pneumonia', 'cancer', 'death', 'suicide', 'stroke', 'trauma', 'tumor', 'mouth', 'accident', 'injury'];pneumonia;43
wiki_fully;1904;Palliative care is normally offered to terminally ill patients, regardless of their overall disease management style, if it seems likely to help manage symptoms such as pain and improve quality of life.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0;['nausea', 'anxiety', 'cough', 'depression', 'fatigue', 'pneumonia', 'discomfort', 'symptoms', 'headache', 'cancer'];anxiety;36
wiki_fully;1910;This outbreak of plague also spread north into Tyrol, an alpine region of western Austria and northern Italy.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0;['flu', 'tuberculosis', 'pneumonia', 'cancer', 'malaria', 'virus', 'infection', 'cold', 'fever', 'disease'];disease;18
wiki_fully;1917;The Body Volume Index (BVI) is a new measurement for obesity, proposed as an alternative to the Body Mass Index (BMI).;obesity;['obesity'];obesity;100.0;['weight', 'diabetes', 'height', 'age', 'fat', 'sleep', 'volume', 'heart', 'fluid', 'exercise'];diabetes;40
wiki_fully;1920;However, both the white blood cells and ESR may be elevated due to gout in the absence of infection.;gout;['gout'];gout;100.0;['inflammation', 'pneumonia', 'diabetes', 'infection', 'bleeding', 'fever', 'rejection', 'congestion', 'iron', 'pain'];inflammation;0
wiki_fully;1924;Diuretics have been associated with attacks of gout.;gout;['gout'];gout;100.0;['anxiety', 'depression', 'diabetes', 'fatigue', 'pneumonia', 'bleeding', 'pain', 'sleep', 'stroke', 'nausea'];diabetes;20
wiki_fully;1928;"Gout was historically known as ""the disease of kings"" or ""rich man's disease.""";Gout;['gout'];gout;100.0;['depression', 'MS', 'RA', 'Depression', 'HIV', 'back', 'cancer', 'liver', 'skin', 'RCA'];Depression;0
wiki_fully;1930;Gout can present in a number of ways, although the most usual is a recurrent attack of acute inflammatory arthritis (a red, tender, hot, swollen joint).;Gout;['gout'];gout;100.0;['MS', 'pain', 'MR', 'Pain', 'HIV', 'RA', 'Depression', 'flare', 'AAA', 'inflammation'];Pain;0
wiki_fully;1948;Gout frequently occurs in combination with other medical problems.;Gout;['gout'];gout;100.0;['anxiety', 'depression', 'pneumonia', 'headache', 'pain', 'stroke', 'Depression', 'weakness', 'bleeding', 'diabetes'];pain;0
wiki_fully;1949;Gout has become more common in recent decades, affecting about 1-2% of the Western population at some point in their lives.;Gout;['gout'];gout;100.0;['Depression', 'HIV', 'MS', 'MR', 'anxiety', 'RA', 'depression', 'diabetes', 'pneumonia', 'AAA'];Depression;0
wiki_fully;1953;A body mass index greater than or equal to 35 increases a male's risk of gout threefold.;gout;['gout'];gout;100.0;['stroke', 'diabetes', 'cancer', 'smoking', 'MI', 'bleeding', 'pneumonia', 'depression', 'tuberculosis', 'falls'];cancer;0
wiki_fully;1954;NSAIDs are the usual first-line treatment for gout, and no specific agent is significantly more or less effective than any other.;gout;['gout'];gout;100.0;['cancer', 'UC', 'flu', 'pain', 'pneumonia', 'MS', 'HIV', 'anxiety', 'RA', 'tuberculosis'];cancer;0
wiki_fully;1968;Himmler was responsible for establishing and operating concentration camps and extermination camps in which millions of inmates died of systematic mass gassing, shooting, hanging, inhumane treatment, overwork, malnutrition or medical experiments.;malnutrition;['malnutrition', 'undernutrition'];malnutrition;100.0;['nutrition', 'starvation', 'starving', 'eating', 'poisoning', 'feeding', 'drowning', 'drinking', 'choking', 'food'];nutrition;80
wiki_fully;1993;Example: baldness in humans.;baldness;['hair loss', 'baldness', 'male pattern baldness', 'pseudopelade', 'female pattern baldness'];hair loss;31.0;['depression', 'diabetes', 'cancer', 'stroke', 'autism', 'anxiety', 'Depression', 'malaria', 'HIV', 'strokes'];diabetes;20
wiki_fully;1997;For example, an X-linked recessive allele in humans causes hemophilia.;hemophilia;['hemophilia a', 'hemophilia', 'hemophilia b', 'factor xi deficiency'];hemophilia a;100.0;['diabetes', 'depression', 'cancer', 'autism', 'MI', 'stroke', 'malaria', 'anxiety', 'bleeding', 'MS'];diabetes;25
wiki_fully;2003;It was most likely this house painting that caused him to fall sick with tuberculosis.;tuberculosis;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);88.0;['pneumonia', 'cough', 'HIV', 'cancer', 'infection', 'flu', 'fever', 'bacteria', 'AIDS', 'malaria'];pneumonia;40
wiki_fully;2004;Warren Tubbs died in 1910 of pneumonia during a blizzard.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0;['cancer', 'stroke', 'infection', 'MI', 'seizure', 'depression', 'bleeding', 'cough', 'trauma', 'fever'];infection;27
wiki_fully;2006;She last lived in Morganton, North Carolina, and died at the age of 93 in Fairfax, Virginia, while visiting a daughter who had suffered a stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0;['seizure', 'MI', 'pneumonia', 'fall', 'headache', 'fracture', 'cancer', 'bleed', 'murmur', 'cold'];seizure;33
wiki_fully;2012;There are two key forms of nystagmus: pathological and physiological, with variations within each type.;nystagmus;['nystagmus'];nystagmus;100.0;['movement', 'movements', 'blinking', 'swallowing', 'sleep', 'reflex', 'speech', 'arousal', 'slowing', 'sensation'];movement;25
wiki_fully;2013;At the age of eight, she was struck by an automobile in front of the family home, and her legs suffered multiple fractures.;fractures;['fracture'];fracture;100.0;['injuries', 'bruises', 'falls', 'trauma', 'wounds', 'injury', 'burns', 'defects', 'problems', 'lesions'];injuries;31
wiki_fully;2018;Although he seemed to be gradually recovering from his stroke, another one in 1879 ended his career as a violinist for good.;stroke;['stroke', 'acute stroke'];stroke;100.0;['MI', 'seizure', 'pneumonia', 'weakness', 'disease', 'injury', 'event', 'attack', 'cancer', 'illness'];disease;33
wiki_fully;2028;"The name Vibrio derives from Filippo Pacini who isolated microorganisms he called ""vibrions"" from cholera patients in 1854, because of their motility.";cholera;['cholera'];cholera;100.0;['tuberculosis', 'malaria', 'yeast', 'HIV', 'multiple', 'AIDS', 'plague', 'pneumonia', 'MS', 'infected'];tuberculosis;22
wiki_fully;2052;Tchaikovsky wrote his Piano Trio in A minor in Rubinstein's memory after he died from tuberculosis in Paris.;tuberculosis;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);88.0;['cancer', 'pneumonia', 'tumor', 'diabetes', 'disease', 'BC', 'infection', 'Cancer', 'mass', 'HIV'];cancer;24
