HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.origin,Input.sent_id,Input.method,Input.original_sentence,Input.simplified_sentence,Answer.grammar_original,Answer.grammar_simplified,Answer.meaning_preservation,Answer.simplicity,Approve,Reject
37VE3DA4YVFH6USQU5XRAR1PQZQBHM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,31QNSG6A5TR4XRM14MW7GWIGVN987I,A947BPLJ61UU6,Approved,Wed Apr 22 10:48:36 PDT 2020,Wed Apr 22 10:48:46 PDT 2020,Sat Apr 25 10:48:46 PDT 2020,Thu Apr 23 07:37:44 PDT 2020,,,10,100% (30/30),100% (30/30),100% (30/30),wiki_partially,3048,MLM,Poliovirus can affect the spinal cord and cause [poliomyelitis].,Poliovirus can affect the spinal cord and cause [pneumonia].,5,5,5,2,,
37VE3DA4YVFH6USQU5XRAR1PQZQBHM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,336KAV9KYSQCQWGDBED6JIPADMPY25,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:47:49 PDT 2020,Wed Apr 22 10:51:42 PDT 2020,Sat Apr 25 10:51:42 PDT 2020,Thu Apr 23 07:07:16 PDT 2020,,,233,57% (50/87),57% (50/87),57% (50/87),wiki_partially,3048,MLM,Poliovirus can affect the spinal cord and cause [poliomyelitis].,Poliovirus can affect the spinal cord and cause [pneumonia].,4,4,4,0,,
32TZXEA1OMIMHKM3D1KJAQFCZID41A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3DPNQGW4LNDKAQLU9912T62FYQT468,A3DLV6I0504PUG,Approved,Wed Apr 22 10:50:04 PDT 2020,Wed Apr 22 10:50:35 PDT 2020,Sat Apr 25 10:50:35 PDT 2020,Thu Apr 23 07:18:22 PDT 2020,,,31,100% (4/4),100% (4/4),100% (4/4),wiki_partially,675,CHV,High doses may lead to [convulsions].,High doses may lead to [seizure].,5,4,3,0,,
32TZXEA1OMIMHKM3D1KJAQFCZID41A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3PDJHANYK7EEM29POGLLNVBJ3VFH67,AG8PCITDPLLKU,Approved,Wed Apr 22 10:50:57 PDT 2020,Wed Apr 22 10:51:14 PDT 2020,Sat Apr 25 10:51:14 PDT 2020,Thu Apr 23 08:22:22 PDT 2020,,,17,100% (16/16),100% (16/16),100% (16/16),wiki_partially,675,CHV,High doses may lead to [convulsions].,High doses may lead to [seizure].,5,5,4,1,,
32TZXEA1OMIMHKM3D1KJAQFCZID41A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3WAKVUDHUYE2VOTE7PXCCO05SE17UX,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:51:44 PDT 2020,Wed Apr 22 10:55:44 PDT 2020,Sat Apr 25 10:55:44 PDT 2020,Thu Apr 23 07:07:16 PDT 2020,,,240,57% (50/87),57% (50/87),57% (50/87),wiki_partially,675,CHV,High doses may lead to [convulsions].,High doses may lead to [seizure].,4,4,4,1,,
37VUR2VJ6BNPCOZI6GQ1TOR0RVU1CK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,32RIADZISU2PXOJRGM45UBY7GFQ4SU,A3DLV6I0504PUG,Approved,Wed Apr 22 10:50:59 PDT 2020,Wed Apr 22 10:51:20 PDT 2020,Sat Apr 25 10:51:20 PDT 2020,Thu Apr 23 07:18:22 PDT 2020,,,21,100% (4/4),100% (4/4),100% (4/4),House,27880,MLM,"The kid was just taking his [AP] calculus exam, when all of a sudden, he got nauseous and disoriented.","The kid was just taking his [initial] calculus exam, when all of a sudden, he got nauseous and disoriented.",5,5,2,-1,,
37VUR2VJ6BNPCOZI6GQ1TOR0RVU1CK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,36WLNQG7818884ZIU6UND80YPGXEB8,AG8PCITDPLLKU,Approved,Wed Apr 22 10:44:07 PDT 2020,Wed Apr 22 10:44:59 PDT 2020,Sat Apr 25 10:44:59 PDT 2020,Thu Apr 23 08:22:22 PDT 2020,,,52,100% (16/16),100% (16/16),100% (16/16),House,27880,MLM,"The kid was just taking his [AP] calculus exam, when all of a sudden, he got nauseous and disoriented.","The kid was just taking his [initial] calculus exam, when all of a sudden, he got nauseous and disoriented.",4,4,1,0,,
37VUR2VJ6BNPCOZI6GQ1TOR0RVU1CK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3ZDAD0O1T3BHAQKGPXB01RRRBWAXTY,A219VCQZADQ45W,Approved,Thu Apr 23 05:04:23 PDT 2020,Thu Apr 23 05:04:45 PDT 2020,Sun Apr 26 05:04:45 PDT 2020,Thu Apr 23 06:06:55 PDT 2020,,,22,100% (43/43),100% (43/43),100% (43/43),House,27880,MLM,"The kid was just taking his [AP] calculus exam, when all of a sudden, he got nauseous and disoriented.","The kid was just taking his [initial] calculus exam, when all of a sudden, he got nauseous and disoriented.",5,5,3,0,,
37VUR2VJ6BNPCOZI6GQ1TOR0RVU1CK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3ZGVPD4G6VF6FLKVQFZLYC72JT6ZTP,A2T82A0E42NI51,Rejected,Wed Apr 22 10:46:48 PDT 2020,Wed Apr 22 10:46:56 PDT 2020,Sat Apr 25 10:46:56 PDT 2020,,Thu Apr 23 04:54:50 PDT 2020,probably a bot,8,0% (0/33),0% (0/33),0% (0/33),House,27880,MLM,"The kid was just taking his [AP] calculus exam, when all of a sudden, he got nauseous and disoriented.","The kid was just taking his [initial] calculus exam, when all of a sudden, he got nauseous and disoriented.",3,3,3,0,,
34R0BODSP2X3X4KF3UY8M24KONCE58,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,30MVJZJNHOBXVR6DANRIJII06ORJ9P,A947BPLJ61UU6,Approved,Wed Apr 22 10:49:50 PDT 2020,Wed Apr 22 10:50:08 PDT 2020,Sat Apr 25 10:50:08 PDT 2020,Thu Apr 23 07:37:44 PDT 2020,,,18,100% (30/30),100% (30/30),100% (30/30),House,176664,MLM,How long have you been [depressed]?,How long have you been [confused]?,5,5,2,-2,,
34R0BODSP2X3X4KF3UY8M24KONCE58,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3E13VNJ1NPTJBBJCOSRPSBLHVXE1IM,A2T82A0E42NI51,Rejected,Wed Apr 22 10:49:52 PDT 2020,Wed Apr 22 10:49:59 PDT 2020,Sat Apr 25 10:49:59 PDT 2020,,Thu Apr 23 04:54:50 PDT 2020,probably a bot,7,0% (0/33),0% (0/33),0% (0/33),House,176664,MLM,How long have you been [depressed]?,How long have you been [confused]?,3,3,3,0,,
34R0BODSP2X3X4KF3UY8M24KONCE58,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3RGU30DZTC6C2BP7ZWVNO4OK6NXMJQ,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:44:51 PDT 2020,Wed Apr 22 10:47:56 PDT 2020,Sat Apr 25 10:47:56 PDT 2020,Thu Apr 23 07:07:16 PDT 2020,,,185,57% (50/87),57% (50/87),57% (50/87),House,176664,MLM,How long have you been [depressed]?,How long have you been [confused]?,5,5,5,1,,
34R0BODSP2X3X4KF3UY8M24KONCE58,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3VNXK88KKEG6MM67RC51M6TU1E0V9U,A219VCQZADQ45W,Approved,Thu Apr 23 05:04:46 PDT 2020,Thu Apr 23 05:05:01 PDT 2020,Sun Apr 26 05:05:01 PDT 2020,Thu Apr 23 06:06:55 PDT 2020,,,15,100% (43/43),100% (43/43),100% (43/43),House,176664,MLM,How long have you been [depressed]?,How long have you been [confused]?,5,5,3,0,,
3WGCNLZJKG6ZHG5W6CLCDU9ICV61DK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,39LOEL67OU3MW8LE2ATH3F60QLN388,AG8PCITDPLLKU,Approved,Wed Apr 22 10:48:27 PDT 2020,Wed Apr 22 10:49:14 PDT 2020,Sat Apr 25 10:49:14 PDT 2020,Thu Apr 23 08:22:22 PDT 2020,,,47,100% (16/16),100% (16/16),100% (16/16),House,9714,MLM,A clot couldcause [mini-seizures].,A clot couldcause [bleeding].,3,3,1,2,,
3WGCNLZJKG6ZHG5W6CLCDU9ICV61DK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3R0T90IZ1UAP2NNFE1G6OVRSKHDGCZ,A947BPLJ61UU6,Approved,Wed Apr 22 10:49:27 PDT 2020,Wed Apr 22 10:49:48 PDT 2020,Sat Apr 25 10:49:48 PDT 2020,Thu Apr 23 07:37:44 PDT 2020,,,21,100% (30/30),100% (30/30),100% (30/30),House,9714,MLM,A clot couldcause [mini-seizures].,A clot couldcause [bleeding].,3,3,2,-1,,
3WGCNLZJKG6ZHG5W6CLCDU9ICV61DK,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3XLBSAQ9Z6AJHNNODCWKTGFKUWEZ7C,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:43:02 PDT 2020,Wed Apr 22 10:44:07 PDT 2020,Sat Apr 25 10:44:07 PDT 2020,Thu Apr 23 07:07:16 PDT 2020,,,65,57% (50/87),57% (50/87),57% (50/87),House,9714,MLM,A clot couldcause [mini-seizures].,A clot couldcause [bleeding].,4,4,4,1,,
3GS542CVJWLM28TYVJIMUO39XQW95T,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3CFJTT4SXVOXMXYED88YTLCUYJE7IP,A947BPLJ61UU6,Approved,Wed Apr 22 10:50:54 PDT 2020,Wed Apr 22 10:51:14 PDT 2020,Sat Apr 25 10:51:14 PDT 2020,Thu Apr 23 07:37:44 PDT 2020,,,20,100% (30/30),100% (30/30),100% (30/30),wiki_fully,1756,MLM,He died at the Castle of Moncalieri having suffered an attack of [apoplexy].,He died at the Castle of Moncalieri having suffered an attack of [depression].,4,5,2,0,,
3GS542CVJWLM28TYVJIMUO39XQW95T,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3TYCR1GOTEHIW8CQH6XUCLXLPGLLZ9,A219VCQZADQ45W,Approved,Wed Apr 22 10:50:34 PDT 2020,Wed Apr 22 10:50:56 PDT 2020,Sat Apr 25 10:50:56 PDT 2020,Thu Apr 23 06:06:55 PDT 2020,,,22,100% (43/43),100% (43/43),100% (43/43),wiki_fully,1756,MLM,He died at the Castle of Moncalieri having suffered an attack of [apoplexy].,He died at the Castle of Moncalieri having suffered an attack of [depression].,5,5,4,2,,
3GS542CVJWLM28TYVJIMUO39XQW95T,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3UOUJI6MTFCWA3Z5P21A6NDTU7FXUH,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:47:12 PDT 2020,Wed Apr 22 10:51:10 PDT 2020,Sat Apr 25 10:51:10 PDT 2020,Thu Apr 23 07:07:16 PDT 2020,,,238,57% (50/87),57% (50/87),57% (50/87),wiki_fully,1756,MLM,He died at the Castle of Moncalieri having suffered an attack of [apoplexy].,He died at the Castle of Moncalieri having suffered an attack of [depression].,4,4,4,0,,
3CESM1J3EJ1TX86KTD2J0EPKRMS6WW,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,386PBUZZXHVSWT7MZKU8OR9V6I8JLM,A947BPLJ61UU6,Approved,Wed Apr 22 10:50:45 PDT 2020,Wed Apr 22 10:50:52 PDT 2020,Sat Apr 25 10:50:52 PDT 2020,Thu Apr 23 07:37:45 PDT 2020,,,7,100% (30/30),100% (30/30),100% (30/30),wiki_fully,1643,MLM,The major complications include [hemorrhage] (1-2%) and infection (3-5%).,The major complications include [bleeding] (1-2%) and infection (3-5%).,5,5,5,1,,
3CESM1J3EJ1TX86KTD2J0EPKRMS6WW,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3I3WADAZ9S2SVFVYNA66FYUKJPKO5U,A219VCQZADQ45W,Approved,Thu Apr 23 05:05:01 PDT 2020,Thu Apr 23 05:05:17 PDT 2020,Sun Apr 26 05:05:17 PDT 2020,Thu Apr 23 06:06:55 PDT 2020,,,16,100% (43/43),100% (43/43),100% (43/43),wiki_fully,1643,MLM,The major complications include [hemorrhage] (1-2%) and infection (3-5%).,The major complications include [bleeding] (1-2%) and infection (3-5%).,5,5,5,1,,
3CESM1J3EJ1TX86KTD2J0EPKRMS6WW,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3PW9OPU9PSIF0Q5AZP6X5VE061H21C,A2T82A0E42NI51,Rejected,Wed Apr 22 10:50:46 PDT 2020,Wed Apr 22 10:50:51 PDT 2020,Sat Apr 25 10:50:51 PDT 2020,,Thu Apr 23 04:54:50 PDT 2020,probably a bot,5,0% (0/33),0% (0/33),0% (0/33),wiki_fully,1643,MLM,The major complications include [hemorrhage] (1-2%) and infection (3-5%).,The major complications include [bleeding] (1-2%) and infection (3-5%).,3,3,3,0,,
3CESM1J3EJ1TX86KTD2J0EPKRMS6WW,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3TE3O8573263TV4RXJLCBMWDAZAR2W,AG8PCITDPLLKU,Approved,Wed Apr 22 10:47:49 PDT 2020,Wed Apr 22 10:48:06 PDT 2020,Sat Apr 25 10:48:06 PDT 2020,Thu Apr 23 08:22:22 PDT 2020,,,17,100% (16/16),100% (16/16),100% (16/16),wiki_fully,1643,MLM,The major complications include [hemorrhage] (1-2%) and infection (3-5%).,The major complications include [bleeding] (1-2%) and infection (3-5%).,5,5,3,2,,
3ODOP6T3ATIT654ZW5KXF9PHROR42R,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3GS6S824SSV4QDA6IWT2Q97SD9FWNU,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:42:59 PDT 2020,Wed Apr 22 10:43:41 PDT 2020,Sat Apr 25 10:43:41 PDT 2020,Thu Apr 23 07:07:17 PDT 2020,,,42,57% (50/87),57% (50/87),57% (50/87),wiki_fully,1286,MLM,"If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [hyperthermia] occurs.","If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [pneumonia] occurs.",5,5,5,0,,
3ODOP6T3ATIT654ZW5KXF9PHROR42R,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3LPW2N6LKV0N8KFVJWIFE4M91865UG,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:47:49 PDT 2020,Wed Apr 22 10:48:22 PDT 2020,Sat Apr 25 10:48:22 PDT 2020,Thu Apr 23 05:57:54 PDT 2020,,,33,100% (27/27),100% (27/27),100% (27/27),wiki_fully,1286,MLM,"If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [hyperthermia] occurs.","If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [pneumonia] occurs.",5,5,2,0,,
3ODOP6T3ATIT654ZW5KXF9PHROR42R,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3Y54SXRO1NJPTMQLKS0DHKSNHBRTUU,AG8PCITDPLLKU,Approved,Wed Apr 22 10:49:14 PDT 2020,Wed Apr 22 10:49:52 PDT 2020,Sat Apr 25 10:49:52 PDT 2020,Thu Apr 23 08:22:22 PDT 2020,,,38,100% (16/16),100% (16/16),100% (16/16),wiki_fully,1286,MLM,"If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [hyperthermia] occurs.","If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as [pneumonia] occurs.",5,5,1,0,,
3SMIWMMK623EZJWLPV0MGK30U89WUN,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3907X2AHF23IHIOCKRHN6RWY9HMP22,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:45:10 PDT 2020,Wed Apr 22 10:48:22 PDT 2020,Sat Apr 25 10:48:22 PDT 2020,Thu Apr 23 07:07:17 PDT 2020,,,192,57% (50/87),57% (50/87),57% (50/87),House,118594,CHV,We need a piece of the [ganglioma].,We need a piece of the [ganglioneuroma].,4,4,4,1,,
3SMIWMMK623EZJWLPV0MGK30U89WUN,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:18 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:18 PDT 2020,,,3SITXWYCNX7HE4QZPBKF1XL55M8BXE,A947BPLJ61UU6,Approved,Wed Apr 22 10:43:45 PDT 2020,Wed Apr 22 10:44:01 PDT 2020,Sat Apr 25 10:44:01 PDT 2020,Thu Apr 23 07:37:45 PDT 2020,,,16,100% (30/30),100% (30/30),100% (30/30),House,118594,CHV,We need a piece of the [ganglioma].,We need a piece of the [ganglioneuroma].,4,4,5,-1,,
