origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;CHV_sim_score;MLM_selection;MLM_substitution;MLM_sim_score
House;7402;Well, schizophrenia explains one mystery-- why you're so fascinated by a woman with a bump in her leg.;schizophrenia;['schizophrenia'];schizophrenia;100.0;['depression', 'anxiety', 'MS', 'sleep', 'mood', 'disorder', 'pain', 'speech', 'neglect', 'headache'];depression;30
House;7418;We've got lobotomies, rubber rooms, electric shocks.;lobotomies;[];;;['wires', 'drains', 'needles', 'lines', 'pins', 'boots', 'lights', 'tubes', 'bullets', 'valves'];needles;15
House;7429;You think I'm interested because of the schizophrenia.;schizophrenia;['schizophrenia'];schizophrenia;100.0;['depression', 'anxiety', 'infection', 'disorder', 'illness', 'diabetes', 'diagnosis', 'medication', 'pain', 'pneumonia'];depression;30
House;7482;Because of the tremors, she cuts herself.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0;['weakness', 'falls', 'movements', 'confusion', 'pain', 'pauses', 'agitation', 'movement', 'seizure', 'headache'];weakness;20
House;7483;The tremors aren't new.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0;['movements', 'falls', 'symptoms', 'spells', 'pauses', 'events', 'murmurs', 'findings', 'episodes', 'toes'];symptoms;31
House;7565;What, passing out, increased confusion, depression?;depression;['depressive disorder', 'mental depression', 'sadness', 'depression nos'];depressive disorder;67.0;['anxiety', 'agitation', 'death', 'confusion', 'nausea', 'distress', 'suicide', 'mood', 'pain', 'fatigue'];anxiety;14
House;7602;What is it, everybody lies except for schizophrenics and their children?;schizophrenics;['schizophrenia'];schizophrenia;92.0;['children', 'people', 'siblings', 'twins', 'parents', 'friends', 'depression', 'brothers', 'patients', 'doctors'];children;63
House;7603;It's more likely than malnourishment.;malnourishment;['malnutrition', 'undernutrition'];malnutrition;74.0;['infection', 'pneumonia', 'anxiety', 'depression', 'diabetes', 'cancer', 'infections', 'weakness', 'pain', 'normal'];infection;12
House;7609;It also causes cirrhosis, which explains the bleed and the prolonged P.T. time.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0;['diabetes', 'depression', 'pneumonia', 'nausea', 'anxiety', 'inflammation', 'alcohol', 'infection', 'pain', 'fatigue'];inflammation;13
House;7707;Not enough to-- It's cirrhosis.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0;['liver', 'chronic', 'infection', 'cancer', 'inflammation', 'bleeding', 'blood', 'stable', 'severe', 'alcoholic'];liver;31
House;7716;The tumor's the problem.;tumor;['tumor'];tumor;100.0;['brain', 'mass', 'cancer', 'patient', 'kidney', 'liver', 'lung', 'disease', 'main', 'skin'];brain;20
House;7717;Mrs. Palmero, I'm Dr. Wilson.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['cough', 'pain', 'ed', 'foot', 'knee', 'leg', 'fatigue', 'eye', 'wrist', 'pat'];ed;0
House;7719;You have cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'depression', 'pneumonia', 'weakness', 'surgery', 'seizure', 'pain', 'anxiety', 'bleeding', 'stroke'];diabetes;33
House;7723;She's a schizophrenic mother with no money, on the public dole, in fact, who knocks back vodka every time a breeze blows her way.;schizophrenic;['schizophrenia'];schizophrenia;92.0;['depressed', 'homeless', 'healthy', 'sober', 'psychiatric', 'single', 'married', 'supportive', 'young', 'homosexual'];depressed;33
House;7727;"Plan ""B""-- surgery to resect the tumor.";tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'disease', 'lung', 'liver', 'brain', 'node', 'patient', 'specimen', 'masses'];disease;0
House;7730;The tumor's way too big.;tumor;['tumor'];tumor;100.0;['patient', 'cancer', 'heart', 'mass', 'brain', 'kidney', 'stomach', 'side', 'main', 'biggest'];cancer;18
House;7738;Tumors grow, they don't shrink.;Tumors;['tumor'];tumor;100.0;['lungs', 'brains', 'legs', 'arms', 'muscles', 'organs', 'lines', 'spheres', 'things', 'cells'];lungs;22
House;7743;It shrinks the tumor temporarily.;tumor;['tumor'];tumor;100.0;['mass', 'stomach', 'liver', 'brain', 'muscle', 'lung', 'cancer', 'heart', 'body', 'cortex'];brain;20
House;7749;Good morning, Dr. Cuddy.;Cuddy;[];;;['sat', 'sob', 'dir', 'lad', 'vol', 'sun', 'vent', 'sang', 'sq', 'ed'];sat;0
House;7776;Hi, this is Dr. Cuddy.;Cuddy;[];;;['dir', 'pu', 'ed', 'sang', 'fluid', 'sat', 'sq', 'fi', 'vent', 'mon'];ed;29
House;7793;I need to go pee-pee.;pee-pee;[];;;['home', 'back', 'upstairs', 'forward', 'flat', 'walk', 'downstairs', 'ahead', 'straight', 'shopping'];home;20
House;7802;"Why am I wasting him on hiccups?""";hiccups;['hiccup'];hiccup;100.0;['pillows', 'ice', 'water', 'Saturdays', 'balance', 'wheels', 'food', 'stairs', 'shakes', 'weights'];water;0
House;7808;You shrunk the tumor.;tumor;['tumor'];tumor;100.0;['liver', 'stomach', 'mass', 'lung', 'heart', 'brain', 'blood', 'tongue', 'kidney', 'skin'];liver;20
House;7875;When the Mets lost, you remember?;Mets;[];;;['lesions', 'cancer', 'scan', 'brain', 'bone', 'mass', 'bones', 'tumor', 'cycles', 'lines'];cancer;22
House;7895;And even if the cancer's in complete remission, he'll still have a mother who hears voices.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['patient', 'tumor', 'mass', 'disease', 'remains', 'mother', 'cells', 'children', 'brain', 'family'];patient;31
House;7911;Self-sacrifice is not a symptom of schizophrenia.;schizophrenia;['schizophrenia'];schizophrenia;100.0;['depression', 'anxiety', 'illness', 'Depression', 'MS', 'withdrawal', 'suicide', 'addiction', 'agitation', 'disorder'];depression;30
House;7936;I have a headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['cough', 'fever', 'cold', 'seizure', 'fall', 'pneumonia', 'weakness', 'murmur', 'stroke', 'nausea'];fever;17
House;7939;The neurologist tells me it's an aneurysm.;aneurysm;['aneurysm', 'berry aneurysm', 'fusiform aneurysm'];aneurysm;100.0;['stroke', 'artery', 'bleed', 'MI', 'MCA', 'area', 'accident', 'injury', 'arch', 'AAA'];stroke;14
House;7977;I guess we should start treating her for Wilson's.;Wilson's;['hepatolenticular degeneration'];hepatolenticular degeneration;19.0;['pneumonia', 'cough', 'depression', 'flu', 'anxiety', 'HIV', 'pain', 'tuberculosis', 'infection', 'cancer'];pneumonia;24
House;7995;Thank God I had cancer, huh?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'stroke', 'tumor', 'depression', 'bleeding', 'disease', 'MI', 'surgery', 'seizure', 'pneumonia'];diabetes;33
House;8007;It wasn't the D.V.T. It was the schizophrenia.;schizophrenia;['schizophrenia'];schizophrenia;100.0;['depression', 'anxiety', 'pneumonia', 'disorder', 'agitation', 'paranoid', 'Depression', 'headache', 'infection', 'stroke'];depression;30
House;8068;It also causes cirrhosis, which explains the bleed and the prolonged P.T. Time.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0;['diabetes', 'depression', 'pneumonia', 'nausea', 'anxiety', 'inflammation', 'alcohol', 'infection', 'pain', 'fatigue'];inflammation;13
House;8072;"The vitamin ""K""'caused the D. V.T. And aggravated the liver, but the tumor's the real reason for the bleed.";tumor;['tumor'];tumor;100.0;['cancer', 'mass', 'liver', 'patient', 'disease', 'bleeding', 'lung', 'kidney', 'cells', 'inflammation'];cancer;18
House;8218;Any family history of anemia?;anemia;['anemia'];anemia;100.0;['cancer', 'stroke', 'bleeding', 'diabetes', 'MI', 'depression', 'strokes', 'seizure', 'falls', 'pneumonia'];cancer;50
House;8219;My mom died of cancer when I was a kid, my dad's heart gave out a couple of years ago.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['MI', 'stroke', 'diabetes', 'disease', 'tumor', 'depression', 'pneumonia', 'CA', 'heart', 'bleeding'];disease;17
House;8229;All she has is a cough.;cough;['coughing', 'cough symptom'];coughing;100.0;['cold', 'fever', 'headache', 'gag', 'sob', 'pulse', 'fall', 'bite', 'temperature', 'sweat'];fever;0
House;8230;Bluish tinge to the fingernails, lips... he's hypoxic.;hypoxic;['oxygen deficiency', 'anoxic encephalopathy', 'hypoxic encephalopathy', 'cerebral hypoxia', 'cerebral anoxia'];oxygen deficiency;22.0;['dry', 'cough', 'chronic', 'breathing', 'cold', 'comfortable', 'coughing', 'warm', 'improved', 'stable'];chronic;33
House;8277;It could be pneumonia.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0;['infection', 'infectious', 'blood', 'reactive', 'colonization', 'infected', 'viral', 'cardiac', 'cancer', 'inflammation'];infection;27
House;8278;It could be sarcodosis.;sarcodosis;[];;;['reactive', 'chronic', 'pneumonia', 'infection', 'infectious', 'infected', 'cardiac', 'seizure', 'anxiety', 'normal'];chronic;38
House;8341;Could be the result of the tachycardia, could be the cause?;tachycardia;['rapid heartbeat', 'rapid and irregular heartbeat'];rapid heartbeat;31.0;['infection', 'pneumonia', 'seizure', 'bleeding', 'fever', 'nausea', 'stroke', 'arrest', 'fall', 'anxiety'];infection;12
House;8383;Give me some pain killers, or something.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0;['anxiety', 'cough', 'appetite', 'sleep', 'muscle', 'stomach', 'movement', 'stool', 'seizure', 'pressure'];muscle;0
House;8423;Nearly a quarter of the prison populationis infected with TB.;TB;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);25.0;['flu', 'HIV', 'cocaine', 'tuberculosis', 'yeast', 'bacteria', 'AFB', 'blood', 'ca', 'fungus'];HIV;0
House;8439;Why do you think they put TVs in coma patients' rooms, anyway?;coma;['coma'];coma;100.0;['stroke', 'multiple', 'OS', 'sa', 'flow', 'conscious', 'Tavi', 'la', 'brain', 'night'];stroke;20
House;8541;Have you done a CT?;CT;[];;;['swallow', 'cough', 'hearing', 'stroke', 'tap', 'CBC', 'flu', 'cat', 'kidney', 'dig'];hearing;0
House;8595;But you don't want definitive, you want to hang on to your delusions as long as you can.;delusions;['delusion'];delusion;100.0;['mood', 'questions', 'thoughts', 'wishes', 'doctors', 'decisions', 'depression', 'lines', 'MD', 'sides'];thoughts;17
House;8596;A lavage could prove it's not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'blood', 'normal', 'bleeding', 'stomach', 'disease', 'inflammation', 'clear', 'liver', 'food'];disease;17
House;8613;No lesions, no aneurysms.;aneurysms;['aneurysm', 'berry aneurysm', 'fusiform aneurysm'];aneurysm;100.0;['masses', 'mass', 'lesions', 'AI', 'bleeding', 'AAA', 'stones', 'flow', 'bleed', 'strokes'];lesions;29
House;8667;They removed almost a foot of necrotic bowel.;necrotic;[];;;['infected', 'bloody', 'small', 'normal', 'viable', 'intact', 'loose', 'dead', 'large', 'residual'];infected;67
House;8717;Pheochomocytoma sits on top of the adrenal gland, randomly spits out oodles of the stuff.;Pheochomocytoma;[];;;['Neck', 'tumor', 'AAA', 'Foley', 'mass', 'stomach', 'Blood', 'Mass', 'CT', 'Tobacco'];Neck;21
House;8776;Let's call the surgeons, we've got to save that tumor.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'tissue', 'region', 'area', 'lung', 'disease', 'node', 'time', 'cavity'];cancer;18
House;8780;I think that is the stink of hypocrisy.;hypocrisy;[];;;['depression', 'death', 'recovery', 'infection', 'anxiety', 'age', 'stress', 'instability', 'weakness', 'life'];depression;38
House;8781;You wouldn't even consider the notion that Clarence's social upbringing was responsible for what he became, but now you're sprinting to the witness stand to blame everything on a little tumor.;tumor;['tumor'];tumor;100.0;['cancer', 'death', 'beast', 'tissue', 'lung', 'disease', 'cell', 'dog', 'brain', 'SUV'];cancer;18
House;8912;My mom died of cancer when I was a kid.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['MI', 'stroke', 'diabetes', 'depression', 'tumor', 'pneumonia', 'disease', 'CA', 'seizure', 'bleeding'];diabetes;33
House;8915;Bluish tinge to the fingernails.;Bluish;[];;;['red', 'Red', 'green', 'black', 'purple', 'white', 'yellow', 'Black', 'whitish', 'blue'];Red;0
House;8939;It could be sarcoidosis.;sarcoidosis;['sarcoidosis'];sarcoidosis;100.0;['reactive', 'pneumonia', 'infectious', 'chronic', 'infection', 'infected', 'tuberculosis', 'viral', 'cancer', 'treated'];chronic;35
House;8983;It could be the result of the tachycardia, or it could be the cause.;tachycardia;['rapid heartbeat', 'rapid and irregular heartbeat'];rapid heartbeat;31.0;['infection', 'pneumonia', 'seizure', 'bleeding', 'nausea', 'fever', 'anxiety', 'stroke', 'medication', 'pain'];infection;12
House;9008;Nearly a quarter of the prison population is infected with TB.;TB;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);25.0;['HIV', 'flu', 'tuberculosis', 'cocaine', 'AFB', 'yeast', 'bacteria', 'MAC', 'fungus', 'alcohol'];HIV;0
House;9085;But you don't want definitive, you want to hang onto your delusions as long as you can.;delusions;['delusion'];delusion;100.0;['thoughts', 'mood', 'lines', 'arms', 'sides', 'depression', 'del', 'ghosts', 'paranoid', 'wishes'];thoughts;17
House;9124;Pheochromocytoma sits on top of the adrenal gland, randomly spits out oodles of the stuff.;Pheochromocytoma;['pheochromocytoma', 'extra-adrenal pheochromocytoma'];pheochromocytoma;100.0;['tumor', 'CT', 'Blood', 'Tobacco', 'Foley', 'Neck', 'stomach', 'Cancer', 'Skin', 'Daughter'];tumor;19
House;9144;Let's call the surgeons, we gotta save that tumor.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'tissue', 'disease', 'lung', 'node', 'region', 'time', 'muscle', 'specimen'];disease;0
House;9172;To all your friends, you're delirious;delirious;['delirium'];delirium;86.0;['confused', 'depressed', 'anxious', 'deceased', 'agitated', 'comfortable', 'sick', 'upset', 'fine', 'interactive'];confused;0
House;9179;Well, it's not lupus.;lupus;['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0;['bleeding', 'injected', 'clear', 'bloody', 'reactive', 'infected', 'chronic', 'severe', 'swollen', 'painful'];chronic;0
House;9302;I was atone of those cancer camps.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'radiation', 'disease', 'pain', 'death', 'blood', 'mass', 'brain', 'trauma', 'lung'];disease;17
House;9353;So, the tumor's a coincidence?;tumor;['tumor'];tumor;100.0;['cancer', 'mass', 'brain', 'lung', 'liver', 'kidney', 'patient', 'lesions', 'disease', 'diagnosis'];cancer;18
House;9356;Talk to Wilson.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['daughter', 'family', 'son', 'friend', 'wife', 'nurse', 'mother', 'interpreter', 'therapist', 'patient'];daughter;0
House;9449;I was at one of those cancer camps.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'radiation', 'disease', 'trauma', 'blood', 'pain', 'death', 'gas', 'medical', 'health'];disease;17
House;9457;All the hospital visits, the counselors at the cancer camps.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'mass', 'radiation', 'pain', 'death', 'state', 'blood', 'lung', 'patient'];disease;17
House;9464;Which means there's a tumor in her heart.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'lump', 'vessel', 'stroke', 'virus', 'disease', 'vein', 'scar', 'bleed'];cancer;18
House;9470;The tumor, for example.;tumor;['tumor'];tumor;100.0;['liver', 'brain', 'lung', 'stomach', 'heart', 'skin', 'kidney', 'lungs', 'bone', 'bladder'];brain;20
House;9482;They found a tumor.;tumor;['tumor'];tumor;100.0;['mass', 'liver', 'kidney', 'stomach', 'fracture', 'scar', 'vessel', 'heart', 'bone', 'stone'];kidney;0
House;9490;The tumor is Al-Qaeda, the big bad guy, the brains.;tumor;['tumor'];tumor;100.0;['cancer', 'mass', 'brain', 'diagnosis', 'disease', 'specimen', 'path', 'treatment', 'mutation', 'case'];cancer;18
House;9546;Which means cancer, which means no way it's two minutes.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'radiation', 'inflammation', 'diabetes', 'nausea', 'blood', 'stroke', 'stomach', 'anxiety'];normal;33
House;9551;I got a nine-year-old with cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'depression', 'stroke', 'tumor', 'pneumonia', 'MI', 'disease', 'seizure', 'age', 'bleeding'];diabetes;33
House;9555;The cancer's in remission?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'mass', 'lesions', 'CA', 'patient', 'masses', 'brain', 'tumors', 'radiation'];disease;17
House;9563;Latent neurotoxicity from the chemo treatments.;neurotoxicity;['neurotoxicity'];neurotoxicity;100.0;['toxicity', 'depression', 'confusion', 'effects', 'pneumonia', 'state', 'physiology', 'seizure', 'infection', 'suppression'];depression;27
House;9585;You're still looking for cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['infection', 'blood', 'tumor', 'pneumonia', 'diabetes', 'disease', 'surgery', 'lung', 'bleeding', 'stroke'];disease;17
House;9596;That's not lupus.;lupus;['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0;['chronic', 'clear', 'reactive', 'bleeding', 'infected', 'injected', 'treated', 'resolved', 'working', 'active'];chronic;0
House;9616;Maybe some bizarre case of kyphoscoliosis.;kyphoscoliosis;['kyphoscoliosis'];kyphoscoliosis;100.0;['depression', 'pneumonia', 'falls', 'fusion', 'fracture', 'diabetes', 'fall', 'cough', 'pain', 'tuberculosis'];pneumonia;27
House;9618;Once you confirm that she is hypoxic,;hypoxic;['oxygen deficiency', 'anoxic encephalopathy', 'hypoxic encephalopathy', 'cerebral hypoxia', 'cerebral anoxia'];oxygen deficiency;22.0;['stable', 'comfortable', 'improving', 'improved', 'clear', 'breathing', 'dry', 'fine', 'coughing', 'awake'];stable;0
House;9665;Two different, unrelated cancers at the same time is a statistical no-no.;cancers;['cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumors', 'lesions', 'masses', 'diseases', 'nodes', 'tumor', 'strokes', 'disease', 'lines', 'breasts'];tumors;18
House;9667;The way I figure it, one in 10,000 of them should have another cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'mass', 'stroke', 'type', 'CA', 'stomach', 'diagnosis', 'bleeding', 'death'];disease;17
House;9690;These cancer kids.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['healthy', 'lung', 'age', 'tumor', 'brain', 'diabetes', 'disease', 'normal', 'heart', 'breast'];disease;17
House;9697;So the little kid dying of cancer, I shouldn't like her?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'stroke', 'diabetes', 'pneumonia', 'brain', 'infection', 'MI', 'lung', 'blood'];disease;17
House;9704;The problem is there might not be enough heart left once they remove all of the tumor.;tumor;['tumor'];tumor;100.0;['mass', 'disease', 'cancer', 'tissue', 'blood', 'lung', 'fluid', 'brain', 'burden', 'lesions'];disease;0
House;9706;They got a tumor, repaired her heart, but she bled out of her eye.;tumor;['tumor'];tumor;100.0;['cancer', 'mass', 'brain', 'lump', 'kidney', 'lung', 'heart', 'stroke', 'nerve', 'muscle'];brain;20
House;9714;A clot couldcause mini-seizures.;mini-seizures;['convulsion', 'seizure'];seizure;71.0;['seizure', 'bleeding', 'falls', 'withdrawal', 'bleed', 'episodes', 'blood', 'movements', 'fall', 'activity'];bleeding;12
House;9717;But what about the tumor?;tumor;['tumor'];tumor;100.0;['mass', 'liver', 'cancer', 'disease', 'brain', 'infection', 'lung', 'blood', 'kidney', 'surgery'];disease;0
House;9722;The tumor is Afghanistan.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'liver', 'brain', 'radiation', 'skin', 'heart', 'patient', 'lung', 'invasion'];cancer;18
House;9725;Okay, the tumor is Al Qaeda.;tumor;['tumor'];tumor;100.0;['cancer', 'mass', 'disease', 'diagnosis', 'SUV', 'brain', 'treatment', 'mutation', 'skin', 'radiation'];diagnosis;15
House;9729;Are you trying to say that the tumor threw a clot before we removed it?;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'brain', 'lung', 'patient', 'liver', 'kidney', 'stomach', 'disease', 'heart'];cancer;18
House;9819;In case you want to see real butterflies.;butterflies;[];;;['people', 'children', 'estate', 'life', 'things', 'events', 'women', 'man', 'animals', 'grandchildren'];children;12
House;9835;So there's a tumor in her heart.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'lump', 'scar', 'stroke', 'virus', 'heart', 'vessel', 'bleed', 'vein'];cancer;18
House;9848;The purple thingie on the file means that whoever is one of yours which means cancer, which means no way it's two minutes.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'diabetes', 'healthy', 'normal', 'disease', 'death', 'blood', 'inflammation', 'stomach', 'malaria'];disease;17
House;9854;I got a 9-year-old with cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'depression', 'tumor', 'stroke', 'MI', 'pneumonia', 'disease', 'seizure', 'CA', 'bleeding'];diabetes;33
House;9860;Yeah, except there is no cancer in her brain.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'mass', 'blood', 'bleeding', 'disease', 'inflammation', 'lesions', 'radiation', 'stroke', 'bleed'];tumor;18
House;9862;The cancer's in remission.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['patient', 'tumor', 'disease', 'family', 'mass', 'radiation', 'past', 'remainder', 'masses', 'remaining'];disease;17
House;9877;Infection travels to her brain, she has hallucinations.;hallucinations;['hallucination', 'hearing voices', 'auditory hallucinations', 'hypnagogic hallucinations', 'visual hallucinations', 'gustatory hallucinations', 'hypnapompic hallucinations', 'olfactory hallucinations', 'organic hallucinosis', 'sensory hallucinations', 'tactile hallucinations'];hallucination;100.0;['depression', 'confusion', 'nausea', 'agitation', 'headache', 'anxiety', 'weakness', 'nightmares', 'seizure', 'memory'];depression;0
House;9899;Doesn't matter what the walls look like, you're still looking for cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'blood', 'food', 'pneumonia', 'infection', 'diabetes', 'age', 'surgery', 'CA'];disease;17
House;9909;Well, it's not Iupus.;Iupus;[];;;['injected', 'clear', 'swollen', 'infected', 'draining', 'bleeding', 'painful', 'reactive', 'bloody', 'improving'];clear;0
House;9927;And a lung problem isn't causing hallucinations.;lung;['lung disease'];lung disease;53.0;['heart', 'liver', 'brain', 'kidney', 'throat', 'skin', 'cardiac', 'joint', 'head', 'nose'];heart;0
House;9931;Could be some bizarre case of kyphoscoliosis.;kyphoscoliosis;['kyphoscoliosis'];kyphoscoliosis;100.0;['depression', 'pneumonia', 'fusion', 'falls', 'fracture', 'cough', 'pain', 'diabetes', 'fall', 'compression'];depression;30
House;9967;AII the hospital visits, the counselors at the cancer camps.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'mass', 'radiation', 'pain', 'death', 'state', 'lung', 'patient', 'blood'];disease;17
House;9970;AII girls who've been molested wanna talk about it.;AII;[];;;['ii', 'yo'];ii;80
House;9975;Cancer doesn't make you special.;Cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['radiation', 'pain', 'alcohol', 'food', 'medication', 'Pain', 'Surgery', 'surgery', 'Depression', 'MR'];Pain;40
House;9993;Which could suggest a tumor in her lung.;tumor;['tumor'];tumor;100.0;['mass', 'cancer', 'pneumonia', 'process', 'infection', 'stroke', 'bleed', 'primary', 'virus', 'scar'];cancer;18
House;10001;Two different unrelated cancers at the same time is a statistical no-no.;cancers;['cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumors', 'lesions', 'masses', 'diseases', 'nodes', 'tumor', 'lines', 'strokes', 'organs', 'samples'];tumors;18
