origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_fully;1227;Joss Whedon posted a message on a popular fan site, The Bronze: Beta, in which he expressed his dismay and surprise, saying he was ''heartbroken'' and compared it to a ''healthy guy falling dead from a heart attack.'';1;heart attack;disease;D009203;['C0027051']
wiki_fully;1228;She has said that she feels that she actually had borderline personality disorder.;1;borderline personality disorder;disease;D001883;['C0006012']
wiki_fully;1229;In 1742 Maria Anna took over power as regent after her husband suffered a stroke, which left him partially paralyzed.;1;stroke;disease;D020521;['C0038454', 'C0751956']
wiki_fully;1230;Severe malaria is usually caused by P. falciparum (often referred to as falciparum malaria).;1;malaria;disease;Unknown;[]
wiki_fully;1230;Severe malaria is usually caused by P. falciparum (often referred to as falciparum malaria).;2;P. falciparum;species;Unknown;[]
wiki_fully;1230;Severe malaria is usually caused by P. falciparum (often referred to as falciparum malaria).;3;falciparum malaria;disease;D016778;['C0024535']
wiki_fully;1231;Vector control refers to methods used to decrease malaria by reducing the levels of transmission by mosquitoes.;1;malaria;disease;Unknown;[]
wiki_fully;1233;Infection with P. falciparum may result in cerebral malaria, a form of severe malaria that involves encephalopathy.;1;P. falciparum;species;Unknown;[]
wiki_fully;1233;Infection with P. falciparum may result in cerebral malaria, a form of severe malaria that involves encephalopathy.;2;cerebral malaria;disease;D016779;['C0024534', 'C0751628']
wiki_fully;1233;Infection with P. falciparum may result in cerebral malaria, a form of severe malaria that involves encephalopathy.;3;malaria;disease;Unknown;[]
wiki_fully;1233;Infection with P. falciparum may result in cerebral malaria, a form of severe malaria that involves encephalopathy.;4;encephalopathy;disease;D001927;['C0006111', 'C0085584']
wiki_fully;1234;SIUT was founded by Dr. Adibul Hasan Rizvi and it is Pakistan's largest kidney disease center, as well as Pakistan's largest public sector health organization.;1;kidney disease;disease;D007674;['C0022658']
wiki_fully;1237;Gertrude Baines married Sam Conley at a ''very young age'' and had a daughter, Annabelle, born in 1909, who died of typhoid fever at the age of 18.;1;typhoid fever;disease;D014435;['C0041466']
wiki_fully;1240;Fisting can cause laceration or perforation of the vagina, perineum, rectum, and/or colon, resulting in serious injury and even death.;1;laceration;disease;D022125;['C0043246']
wiki_fully;1240;Fisting can cause laceration or perforation of the vagina, perineum, rectum, and/or colon, resulting in serious injury and even death.;2;perforation of the vagina, perineum, rectum, and/or colon;disease;Unknown;[]
wiki_fully;1241;The practice, along with the insertion of hard objects into the anus, has been significantly related to the traumatization of the rectal mucosa in increasing the likelihood of infection, including Hepatitis B.;1;Hepatitis B;disease;Unknown;[]
wiki_fully;1242;"Anal fisting carries risks of colorectal perforation; participants are advised to use latex gloves and lubricant, and designate a safeword, the utterance of which will call an immediate halt to the activity.";1;Anal fisting;disease;Unknown;[]
wiki_fully;1242;"Anal fisting carries risks of colorectal perforation; participants are advised to use latex gloves and lubricant, and designate a safeword, the utterance of which will call an immediate halt to the activity.";2;colorectal perforation;disease;Unknown;[]
wiki_fully;1243;In the case of double-fisting, pleasure is derived more from the stretching of the anus or vagina than from the thrusting (in-and-out) movement of hands.;1;double-fisting;disease;Unknown;[]
wiki_fully;1247;Finally, in 1931, suffering from the extreme ravages of diabetes that had necessitated the amputation of his left foot, Eugène Ysaÿe died in his house in Brussels and was interred in the Ixelles Cemetery in Brussels.;1;diabetes;disease;Unknown;[]
wiki_fully;1247;Finally, in 1931, suffering from the extreme ravages of diabetes that had necessitated the amputation of his left foot, Eugène Ysaÿe died in his house in Brussels and was interred in the Ixelles Cemetery in Brussels.;2;amputation of his left foot;disease;Unknown;[]
wiki_fully;1249;When properly performed, strength training can provide significant functional benefits and improvement in overall health and well-being, including increased bone, muscle, tendon and ligament strength and toughness, improved joint function, reduced potential for injury, increased bone density, increased metabolism, improved cardiac function, and elevated HDL (''good'') cholesterol.;1;HDL;gene;Unknown;[]
wiki_fully;1249;When properly performed, strength training can provide significant functional benefits and improvement in overall health and well-being, including increased bone, muscle, tendon and ligament strength and toughness, improved joint function, reduced potential for injury, increased bone density, increased metabolism, improved cardiac function, and elevated HDL (''good'') cholesterol.;2;cholesterol;drug;Unknown;[]
wiki_fully;1251;Dissociative identity disorder (DID), previously known as multiple personality disorder (MPD), is a mental disorder on the dissociative spectrum characterized by at least two distinct and relatively enduring identities or dissociated personality states that alternately control a person's behavior, and is accompanied by memory impairment for important information not explained by ordinary forgetfulness.;1;Dissociative identity disorder;disease;D009105;['C0013259', 'C0026773']
wiki_fully;1251;Dissociative identity disorder (DID), previously known as multiple personality disorder (MPD), is a mental disorder on the dissociative spectrum characterized by at least two distinct and relatively enduring identities or dissociated personality states that alternately control a person's behavior, and is accompanied by memory impairment for important information not explained by ordinary forgetfulness.;2;DID;disease;Unknown;[]
wiki_fully;1251;Dissociative identity disorder (DID), previously known as multiple personality disorder (MPD), is a mental disorder on the dissociative spectrum characterized by at least two distinct and relatively enduring identities or dissociated personality states that alternately control a person's behavior, and is accompanied by memory impairment for important information not explained by ordinary forgetfulness.;3;multiple personality disorder;disease;D009105;['C0013259', 'C0026773']
wiki_fully;1251;Dissociative identity disorder (DID), previously known as multiple personality disorder (MPD), is a mental disorder on the dissociative spectrum characterized by at least two distinct and relatively enduring identities or dissociated personality states that alternately control a person's behavior, and is accompanied by memory impairment for important information not explained by ordinary forgetfulness.;4;MPD;disease;D005356;['C0016053', 'C0751152', 'C0751153']
wiki_fully;1251;Dissociative identity disorder (DID), previously known as multiple personality disorder (MPD), is a mental disorder on the dissociative spectrum characterized by at least two distinct and relatively enduring identities or dissociated personality states that alternately control a person's behavior, and is accompanied by memory impairment for important information not explained by ordinary forgetfulness.;5;mental disorder;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
wiki_fully;1252;She had suffered from breast cancer for several years before she died in her sleep at her home in Carry-le-Rouet, Bouches-du-Rhône, on April 21, 2003.;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
wiki_fully;1253;Zinc deficiency affects about two billion people in the developing world and is associated with many diseases.;1;Zinc deficiency;disease;Unknown;[]
wiki_fully;1253;Zinc deficiency affects about two billion people in the developing world and is associated with many diseases.;2;Zinc;drug;Unknown;[]
wiki_fully;1256;Their mother Marie Josèphe, who never recovered from the loss of her husband, died in March 1767 from tuberculosis.;1;tuberculosis;disease;D014376;['C0041296']
wiki_fully;1257;It is one of the rarest forms of synesthesia.;1;synesthesia;disease;C562460;['C0233778']
wiki_fully;1261;On May 31, 1959, Holiday was taken to Metropolitan Hospital in New York with liver and heart disease.;1;liver and heart disease;disease;D008107;['C0023895', 'C0086565']
wiki_fully;1263;Holiday stayed under police guard until she died from pulmonary edema and heart failure caused by cirrhosis of the liver on July 17, 1959.;1;pulmonary edema;disease;D011654;['C0034063']
wiki_fully;1263;Holiday stayed under police guard until she died from pulmonary edema and heart failure caused by cirrhosis of the liver on July 17, 1959.;2;heart failure;disease;Unknown;[]
wiki_fully;1263;Holiday stayed under police guard until she died from pulmonary edema and heart failure caused by cirrhosis of the liver on July 17, 1959.;3;cirrhosis of the liver;disease;D005355;['C0016059', 'C1623038']
wiki_fully;1265;Investigators studying the origin of life have produced ribozymes in the laboratory that are capable of catalyzing their own synthesis under very specific conditions, such as an RNA polymerase ribozyme.;1;RNA polymerase;gene;Unknown;[]
wiki_fully;1266;The captain of the Manilus, known in the Victorian Shipping records as the ''Plague ship'', would not receive his bounty as forty-five of the ship's 243 passengers had been lost to yellow fever during the journey from Scotland's shores.;1;yellow fever;disease;D015004;['C0043395']
wiki_fully;1267;In his later years, Boyle suffered from kidney disease, and due to complications from this disease, died in a hospital in Wallace on May 7, 2011.;1;kidney disease;disease;D007674;['C0022658']
wiki_fully;1268;Methicillin-resistant Staphylococcus aureus (MRSA) is a bacterium responsible for several difficult-to-treat infections in humans.;1;Methicillin;drug;Unknown;[]
wiki_fully;1268;Methicillin-resistant Staphylococcus aureus (MRSA) is a bacterium responsible for several difficult-to-treat infections in humans.;2;Staphylococcus aureus;species;Unknown;[]
wiki_fully;1268;Methicillin-resistant Staphylococcus aureus (MRSA) is a bacterium responsible for several difficult-to-treat infections in humans.;3;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;1;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;2;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;3;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;4;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;5;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;6;hospital-acquired MRSA (HA-MRSA) infections;disease;D007239;['C3714514']
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;7;MRSA;species;Unknown;[]
wiki_fully;1269;Historically, major MRSA clones: ST2470-MRSA-I, ST239-MRSA-III, ST5-MRSA-II, and ST5-MRSA-IV were responsible for causing hospital-acquired MRSA (HA-MRSA) infections.;8;MRSA;species;Unknown;[]
wiki_fully;1277;Chagas disease / ˈtʃɑːɡəs /, or American trypanosomiasis, is a tropical parasitic disease caused by the protozoan Trypanosoma cruzi and spread mostly by insects known as Triatominae or kissing bugs.;1;Chagas disease;disease;D014355;['C0041234']
wiki_fully;1277;Chagas disease / ˈtʃɑːɡəs /, or American trypanosomiasis, is a tropical parasitic disease caused by the protozoan Trypanosoma cruzi and spread mostly by insects known as Triatominae or kissing bugs.;2;American trypanosomiasis;disease;D014355;['C0041234']
wiki_fully;1277;Chagas disease / ˈtʃɑːɡəs /, or American trypanosomiasis, is a tropical parasitic disease caused by the protozoan Trypanosoma cruzi and spread mostly by insects known as Triatominae or kissing bugs.;3;tropical parasitic disease;disease;D010272;['C0030499']
wiki_fully;1277;Chagas disease / ˈtʃɑːɡəs /, or American trypanosomiasis, is a tropical parasitic disease caused by the protozoan Trypanosoma cruzi and spread mostly by insects known as Triatominae or kissing bugs.;4;Trypanosoma cruzi;species;Unknown;[]
wiki_fully;1278;These mechanisms include phagocytosis, antimicrobial peptides called defensins, and the complement system.;1;defensins;gene;Unknown;[]
wiki_fully;1279;Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.;1;autoimmune diseases;disease;D001327;['C0004364']
wiki_fully;1279;Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.;2;Hashimoto's thyroiditis;disease;D013967;['C0920350']
wiki_fully;1279;Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.;3;rheumatoid arthritis;disease;D001172;['C0003873']
wiki_fully;1279;Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.;4;diabetes mellitus type 1;disease;D003922;['C0342302', 'C0011854', 'C3837958', 'C0205734']
wiki_fully;1279;Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.;5;systemic lupus erythematosus;disease;D008180;['C0242380', 'C0024141']
wiki_fully;1280;In contrast, autoimmunity results from a hyperactive immune system attacking normal tissues as if they were foreign organisms.;1;autoimmunity;disease;Unknown;[]
wiki_fully;1281;Even simple unicellular organisms such as bacteria possess a rudimentary immune system, in the form of enzymes that protect against bacteriophage infections.;1;bacteriophage infections;disease;D007239;['C3714514']
wiki_fully;1282;Disorders of the immune system can result in autoimmune diseases, inflammatory diseases and cancer.;1;Disorders of the immune system;disease;D007154;['C0021053']
wiki_fully;1282;Disorders of the immune system can result in autoimmune diseases, inflammatory diseases and cancer.;2;autoimmune diseases;disease;D001327;['C0004364']
wiki_fully;1282;Disorders of the immune system can result in autoimmune diseases, inflammatory diseases and cancer.;3;inflammatory diseases;disease;D007249;['C0021368']
wiki_fully;1282;Disorders of the immune system can result in autoimmune diseases, inflammatory diseases and cancer.;4;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
wiki_fully;1283;Immunodeficiency occurs when the immune system is less active than normal, resulting in recurring and life-threatening infections.;1;Immunodeficiency;disease;Unknown;[]
wiki_fully;1284;To function properly, an immune system must detect a wide variety of agents, known as pathogens, from viruses to parasitic worms, and distinguish them from the organism's own healthy tissue.;1;worms;species;Unknown;[]
wiki_fully;1286;If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as hyperthermia occurs.;1;hyperthermia;disease;D005334;['C0015967']
wiki_fully;1287;The opposite condition, when body temperature decreases below normal levels, is known as hypothermia.;1;hypothermia;disease;D007035;['C0020672', 'C0274285']
wiki_fully;1292;Most of the capsaicin in a pungent (hot) pepper is concentrated in blisters on the epidermis of the interior ribs (septa) that divide the chambers of the fruit to which the seeds are attached.;1;capsaicin;drug;D002211;['C0006931', 'C2607565', 'C1452448', 'C0308191', 'C0719141', 'C0731914', 'C1452429', 'C1452447', 'C1452428', 'C1452449', 'C1452427']
wiki_fully;1293;The fruit of most species of Capsicum contains capsaicin (methyl vanillyl nonenamide), a lipophilic chemical that can produce a strong burning sensation (pungency or spiciness) in the mouth of the unaccustomed eater.;1;capsaicin;drug;D002211;['C0006931', 'C2607565', 'C1452448', 'C0308191', 'C0719141', 'C0731914', 'C1452429', 'C1452447', 'C1452428', 'C1452449', 'C1452427']
wiki_fully;1293;The fruit of most species of Capsicum contains capsaicin (methyl vanillyl nonenamide), a lipophilic chemical that can produce a strong burning sensation (pungency or spiciness) in the mouth of the unaccustomed eater.;2;methyl vanillyl nonenamide;drug;Unknown;[]
wiki_fully;1297;He has a vision impairment, retinitis pigmentosa, a degenerative disease.;1;vision impairment;disease;D014786;['C0018975', 'C0042790', 'C0233771', 'C0271185', 'C0233769', 'C3489704', 'C3665347']
wiki_fully;1297;He has a vision impairment, retinitis pigmentosa, a degenerative disease.;2;retinitis pigmentosa;disease;C566579;['C1865869']
wiki_fully;1297;He has a vision impairment, retinitis pigmentosa, a degenerative disease.;3;degenerative disease;disease;Unknown;[]
wiki_fully;1298;Oxytocin secreted from the pituitary gland can not re-enter the brain because of the blood-brain barrier.;1;Oxytocin;gene;Unknown;[]
wiki_fully;1299;Leakey was diagnosed with a terminal kidney disease in 1969.;1;terminal kidney disease;disease;D007674;['C0022658']
wiki_fully;1300;In August 1994, at the age of 83, Reagan was diagnosed with Alzheimer's disease, an incurable neurological disorder which destroys brain cells and ultimately causes death.;1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_fully;1300;In August 1994, at the age of 83, Reagan was diagnosed with Alzheimer's disease, an incurable neurological disorder which destroys brain cells and ultimately causes death.;2;neurological disorder;disease;D009422;['C0027765']
wiki_fully;1301;But there was also speculation over how long Reagan had demonstrated symptoms of mental degeneration.;1;mental degeneration;disease;C566429;['C1864549']
wiki_fully;1304;In his 1995 novel Blindness, an entire unnamed country is stricken with a mysterious plague of ''white blindness''.;1;Blindness;disease;D001766;['C0376288', 'C0456909', 'C0221473', 'C0339730', 'C1879328', 'C0271215', 'C0750958', 'C0155003']
wiki_fully;1306;In females, an acute rise of LH (''LH surge'') triggers ovulation and development of the corpus luteum.;1;LH;gene;Unknown;[]
wiki_fully;1306;In females, an acute rise of LH (''LH surge'') triggers ovulation and development of the corpus luteum.;2;LH;gene;Unknown;[]
wiki_fully;1307;Luteinizing hormone (LH, also known as lutropin and sometimes lutrophin) is a hormone produced by gonadotroph cells in the anterior pituitary gland.;1;Luteinizing hormone;gene;Unknown;[]
wiki_fully;1307;Luteinizing hormone (LH, also known as lutropin and sometimes lutrophin) is a hormone produced by gonadotroph cells in the anterior pituitary gland.;2;LH;gene;Unknown;[]
wiki_fully;1307;Luteinizing hormone (LH, also known as lutropin and sometimes lutrophin) is a hormone produced by gonadotroph cells in the anterior pituitary gland.;3;lutropin;gene;Unknown;[]
wiki_fully;1307;Luteinizing hormone (LH, also known as lutropin and sometimes lutrophin) is a hormone produced by gonadotroph cells in the anterior pituitary gland.;4;lutrophin;gene;Unknown;[]
wiki_fully;1309;LH can be detected by urinary ovulation predictor kits (OPK, also LH-kit) that are performed, typically daily, around the time ovulation may be expected.;1;LH;gene;Unknown;[]
wiki_fully;1309;LH can be detected by urinary ovulation predictor kits (OPK, also LH-kit) that are performed, typically daily, around the time ovulation may be expected.;2;LH;gene;Unknown;[]
wiki_fully;1310;"In Alzheimer's disease, the hippocampus is one of the first regions of the brain to suffer damage; memory loss and disorientation are included among the early symptoms.";1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_fully;1310;"In Alzheimer's disease, the hippocampus is one of the first regions of the brain to suffer damage; memory loss and disorientation are included among the early symptoms.";2;memory loss;disease;D000647;['C0002622', 'C0236795', 'C0262497', 'C0233750', 'C0750906', 'C0233796', 'C0750907']
wiki_fully;1310;"In Alzheimer's disease, the hippocampus is one of the first regions of the brain to suffer damage; memory loss and disorientation are included among the early symptoms.";3;disorientation;disease;D003221;['C0009676', 'C0751053', 'C0152124', 'C0233407', 'C0813178']
wiki_fully;1311;In the ensuing years, other patients with similar levels of hippocampal damage and amnesia (caused by accident or disease) have also been studied, and thousands of experiments have studied the physiology of activity-driven changes in synaptic connections in the hippocampus.;1;hippocampal damage;disease;Unknown;[]
wiki_fully;1311;In the ensuing years, other patients with similar levels of hippocampal damage and amnesia (caused by accident or disease) have also been studied, and thousands of experiments have studied the physiology of activity-driven changes in synaptic connections in the hippocampus.;2;amnesia;disease;D000647;['C0002622', 'C0236795', 'C0262497', 'C0233750', 'C0750906', 'C0233796', 'C0750907']
wiki_fully;1312;In humans, cells with location-specific firing patterns have been reported in a study of patients with drug-resistant epilepsy who were undergoing an invasive procedure to localize the source of their seizures, with a view to surgical resection.;1;drug-resistant epilepsy;disease;D004827;['C0086237', 'C0014544', 'C0236018', 'C0751111']
wiki_fully;1313;Narcolepsy is a neurological sleep disorder.;1;Narcolepsy;disease;D009290;['C0027404', 'C0751362']
wiki_fully;1313;Narcolepsy is a neurological sleep disorder.;2;neurological sleep disorder;disease;D012893;['C0851578', 'C0751510', 'C0751508', 'C0751509', 'C0751511', 'C4042891']
wiki_fully;1316;It is pointed out the significance of the sanitary epidemiological reconnaissance in assessing the sanitary-epidemiological situation, organizing and conducting preventive activities, indicating and identifying pathogenic biological agents in the environmental sites, conducting laboratory analysis of biological materials, suppressing hotbeds of infectious diseases, providing advisory and practical assistance to local health authorities.;1;infectious diseases;disease;D003141;['C0009450']
wiki_fully;1317;The aim was to prevent and minimize the consequences of natural outbreaks of dangerous infectious diseases as well as the treat of alleged use of biological weapons against BTWC States Parties.;1;infectious diseases;disease;D003141;['C0009450']
wiki_fully;1320;Mobile sanitary epidemiological detachments followed immediately behind the first echelon of tanks and mechanized vehicles of advancing Soviet army should they encounter any particular contagious disease.;1;contagious disease;disease;D003141;['C0009450']
wiki_fully;1321;Diabetic retinopathy often has no early warning signs.;1;Diabetic retinopathy;disease;D003930;['C0011884']
wiki_fully;1323;On funduscopic exam, a doctor will see cotton wool spots, flame hemorrhages (similar lesions are also caused by the alpha-toxin of Clostridium novyi), and dot-blot hemorrhages.;1;cotton;species;Unknown;[]
wiki_fully;1323;On funduscopic exam, a doctor will see cotton wool spots, flame hemorrhages (similar lesions are also caused by the alpha-toxin of Clostridium novyi), and dot-blot hemorrhages.;2;hemorrhages;disease;D006470;['C0019080']
wiki_fully;1323;On funduscopic exam, a doctor will see cotton wool spots, flame hemorrhages (similar lesions are also caused by the alpha-toxin of Clostridium novyi), and dot-blot hemorrhages.;3;alpha-toxin;gene;Unknown;[]
wiki_fully;1323;On funduscopic exam, a doctor will see cotton wool spots, flame hemorrhages (similar lesions are also caused by the alpha-toxin of Clostridium novyi), and dot-blot hemorrhages.;4;Clostridium novyi;species;Unknown;[]
wiki_fully;1323;On funduscopic exam, a doctor will see cotton wool spots, flame hemorrhages (similar lesions are also caused by the alpha-toxin of Clostridium novyi), and dot-blot hemorrhages.;5;hemorrhages;disease;D006470;['C0019080']
wiki_fully;1324;It is an ocular manifestation of diabetes, a systemic disease, which affects up to 80 percent of all patients who have had diabetes for 10 years or more.;1;diabetes;disease;Unknown;[]
wiki_fully;1324;It is an ocular manifestation of diabetes, a systemic disease, which affects up to 80 percent of all patients who have had diabetes for 10 years or more.;2;systemic disease;disease;Unknown;[]
wiki_fully;1324;It is an ocular manifestation of diabetes, a systemic disease, which affects up to 80 percent of all patients who have had diabetes for 10 years or more.;3;diabetes;disease;Unknown;[]
wiki_fully;1325;On the second stage, as abnormal new blood vessels (neovascularisation) form at the back of the eye as a part of proliferative diabetic retinopathy (PDR), they can burst and bleed (vitreous hemorrhage) and blur vision, because the new blood vessels are weak.;1;proliferative diabetic retinopathy;disease;C564461;['C1845050']
wiki_fully;1325;On the second stage, as abnormal new blood vessels (neovascularisation) form at the back of the eye as a part of proliferative diabetic retinopathy (PDR), they can burst and bleed (vitreous hemorrhage) and blur vision, because the new blood vessels are weak.;2;PDR;disease;Unknown;[]
wiki_fully;1325;On the second stage, as abnormal new blood vessels (neovascularisation) form at the back of the eye as a part of proliferative diabetic retinopathy (PDR), they can burst and bleed (vitreous hemorrhage) and blur vision, because the new blood vessels are weak.;3;vitreous hemorrhage;disease;D014823;['C0042909']
wiki_fully;1326;Diabetic retinopathy, ((ˌrɛtnˈɑpəθi)) is retinopathy (damage to the retina) caused by complications of diabetes, which can eventually lead to blindness.;1;Diabetic retinopathy;disease;D003930;['C0011884']
wiki_fully;1326;Diabetic retinopathy, ((ˌrɛtnˈɑpəθi)) is retinopathy (damage to the retina) caused by complications of diabetes, which can eventually lead to blindness.;2;retinopathy;disease;D012164;['C0035309']
wiki_fully;1326;Diabetic retinopathy, ((ˌrɛtnˈɑpəθi)) is retinopathy (damage to the retina) caused by complications of diabetes, which can eventually lead to blindness.;3;complications of diabetes;disease;D048909;['C0342257']
wiki_fully;1326;Diabetic retinopathy, ((ˌrɛtnˈɑpəθi)) is retinopathy (damage to the retina) caused by complications of diabetes, which can eventually lead to blindness.;4;blindness;disease;D001766;['C0376288', 'C0456909', 'C0221473', 'C0339730', 'C1879328', 'C0271215', 'C0750958', 'C0155003']
wiki_fully;1327;With R. A. Fisher and J.B.S. Haldane, he was a founder of theoretical population genetics.;1;Haldane;drug;Unknown;[]
wiki_fully;1328;Guthrie died of complications of Huntington's disease on October 3, 1967.;1;Huntington's disease;disease;D006816;['C0020179', 'C0393574', 'C0751208', 'C0751207']
wiki_fully;1329;Diverticulitis is a common digestive disease which involves the formation of pouches (diverticula) within the bowel wall.;1;Diverticulitis;disease;D004238;['C0012813']
wiki_fully;1329;Diverticulitis is a common digestive disease which involves the formation of pouches (diverticula) within the bowel wall.;2;digestive disease;disease;D004066;['C0012242']
wiki_fully;1330;The primary bowel resection is the standard procedure for diverticulitis.;1;diverticulitis;disease;D004238;['C0012813']
wiki_fully;1331;This process is known as diverticulosis, and typically occurs within the large intestine, or colon, although it can occasionally occur in the small intestine as well.;1;diverticulosis;disease;D004240;['C0012817', 'C1510475']
wiki_fully;1332;The most common symptom of diverticulitis is abdominal pain.;1;diverticulitis;disease;D004238;['C0012813']
wiki_fully;1332;The most common symptom of diverticulitis is abdominal pain.;2;abdominal pain;disease;D015746;['C0000737', 'C3888418']
wiki_fully;1333;Transmissible spongiform encephalopathies (TSEs), also known as prion diseases, are a group of progressive conditions (encephalopathies) that affect the brain and nervous system of many animals, including humans.;1;Transmissible spongiform encephalopathies;disease;D017096;['C0162534', 'C0751645']
wiki_fully;1333;Transmissible spongiform encephalopathies (TSEs), also known as prion diseases, are a group of progressive conditions (encephalopathies) that affect the brain and nervous system of many animals, including humans.;2;TSEs;disease;D017096;['C0162534', 'C0751645']
wiki_fully;1333;Transmissible spongiform encephalopathies (TSEs), also known as prion diseases, are a group of progressive conditions (encephalopathies) that affect the brain and nervous system of many animals, including humans.;3;prion diseases;disease;D017096;['C0162534', 'C0751645']
wiki_fully;1333;Transmissible spongiform encephalopathies (TSEs), also known as prion diseases, are a group of progressive conditions (encephalopathies) that affect the brain and nervous system of many animals, including humans.;4;encephalopathies;disease;Unknown;[]
wiki_fully;1334;Hypertension (HTN) or high blood pressure, sometimes called arterial hypertension, is a chronic medical condition in which the blood pressure in the arteries is elevated.;1;Hypertension;disease;D006973;['C0020538']
wiki_fully;1334;Hypertension (HTN) or high blood pressure, sometimes called arterial hypertension, is a chronic medical condition in which the blood pressure in the arteries is elevated.;2;HTN;disease;D006973;['C0020538']
wiki_fully;1334;Hypertension (HTN) or high blood pressure, sometimes called arterial hypertension, is a chronic medical condition in which the blood pressure in the arteries is elevated.;3;arterial hypertension;disease;D006973;['C0020538']
wiki_fully;1334;Hypertension (HTN) or high blood pressure, sometimes called arterial hypertension, is a chronic medical condition in which the blood pressure in the arteries is elevated.;4;chronic medical condition;disease;Unknown;[]
wiki_fully;1335;Reduction of the blood pressure by 5 mmHg can decrease the risk of stroke by 34%, of ischaemic heart disease by 21%, and reduce the likelihood of dementia, heart failure, and mortality from cardiovascular disease.;1;stroke;disease;D020521;['C0038454', 'C0751956']
wiki_fully;1335;Reduction of the blood pressure by 5 mmHg can decrease the risk of stroke by 34%, of ischaemic heart disease by 21%, and reduce the likelihood of dementia, heart failure, and mortality from cardiovascular disease.;2;ischaemic heart disease;disease;D003324;['C0010054', 'C1956346']
wiki_fully;1335;Reduction of the blood pressure by 5 mmHg can decrease the risk of stroke by 34%, of ischaemic heart disease by 21%, and reduce the likelihood of dementia, heart failure, and mortality from cardiovascular disease.;3;dementia;disease;D003704;['C0497327', 'C0751071', 'C0338630']
wiki_fully;1335;Reduction of the blood pressure by 5 mmHg can decrease the risk of stroke by 34%, of ischaemic heart disease by 21%, and reduce the likelihood of dementia, heart failure, and mortality from cardiovascular disease.;4;heart failure;disease;Unknown;[]
wiki_fully;1335;Reduction of the blood pressure by 5 mmHg can decrease the risk of stroke by 34%, of ischaemic heart disease by 21%, and reduce the likelihood of dementia, heart failure, and mortality from cardiovascular disease.;5;cardiovascular disease;disease;D002318;['C0007222']
wiki_fully;1336;Secondary hypertension results from an identifiable cause.;1;hypertension;disease;D006973;['C0020538']
wiki_fully;1338;Over the following summers, Martha's Vineyard was identified as the only place in the world where documented cases of tularemia resulted from lawn mowing.;1;tularemia;disease;D014406;['C0041351']
wiki_fully;1339;An outbreak of tularemia occurred in Kosovo in 1999-2000.;1;tularemia;disease;D014406;['C0041351']
