origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs;BERN_CUI_semtypes;BERN_CUI_to_CHV_ID;BERN_CHV_terms;BERN_CHV_freq_scores;exact_match_CUIs;exact_match_CUI_semtypes;exact_match_CUI_to_CHV_ID;exact_match_CHV_terms;exact_match_CHV_freq_scores;qumls_CUIs;qumls_extracted_ngrams;qumls_matched_terms;qumls_CUI_semtypes;qumls_CUI_to_CHV_ID;qumls_CHV_terms;qumls_CHV_freq_scores
wiki_fully;1131;Dengue hemorrhagic fever was subdivided further into grades I-IV.;1;Dengue hemorrhagic fever;disease;D019595;['C0019100', 'C0376300'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000006016'], []];[['dengue hemorrhagic fever'], []];[[0.455986774], []];['C0019100'];[{'T047': 'Disease or Syndrome'}];[['0000006016']];[['dengue hemorrhagic fever']];[[0.455986774]];['C0019100'];['Dengue hemorrhagic fever'];['Dengue hemorrhagic fever'];[{'T047': 'Disease or Syndrome'}];[['0000006016']];[['dengue hemorrhagic fever']];[[0.455986774]]
wiki_fully;1133;"The term ""breakbone fever"" was applied by physician and United States Founding Father Benjamin Rush, in a 1789 report of the 1780 epidemic in Philadelphia.";1;breakbone fever;disease;D003715;['C0011311'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311'];['breakbone fever'];['breakbone fever'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]]
wiki_fully;1135;The term dengue fever came into general use only after 1828.;1;dengue fever;disease;D003715;['C0011311'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311', 'C1548477'];[{'T047': 'Disease or Syndrome'}, {'T129': 'Immunologic Factor', 'T121': 'Pharmacologic Substance'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311', 'C1548477', 'C0011311'];['dengue fever', 'dengue fever', 'dengue fever'];['dengue fever', 'dengue fever', 'Dengue fever'];[{'T047': 'Disease or Syndrome'}, {'T129': 'Immunologic Factor', 'T121': 'Pharmacologic Substance'}, {'T047': 'Disease or Syndrome'}];[['0000003697'], ['0000003697']];[['dengue fever'], ['dengue fever']];[[0.651095551], [0.651095551]]
wiki_fully;1142;The origins of the Spanish word dengue are not certain, but it is possibly derived from dinga in the Swahili phrase Ka-dinga pepo, which describes the disease as being caused by an evil spirit.;1;dengue;disease;D003715;['C0011311'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]];['C0011311'];['dengue'];['dengue'];[{'T047': 'Disease or Syndrome'}];[['0000003697']];[['dengue fever']];[[0.651095551]]
wiki_fully;1143;There may also be organ dysfunction and severe bleeding, typically from the gastrointestinal tract.;1;organ dysfunction;disease;Unknown;[];[];[];[];[];[];[];[];[];[];['C0277785', 'C0178784'];['dysfunction', 'organ'];['dysfunction', 'organ'];[{'T046': 'Pathologic Function'}, {'T023': 'Body Part, Organ, or Organ Component'}];[[]];[[]];[[]]
wiki_fully;1147;Range of MIM codes: Method of inheritance These codes have been used in the medical literature to provide a unified index to genetic diseases.;1;genetic diseases;disease;D030342;['C0037176', 'C0019247', 'C0950123'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[[], ['0000006076'], ['0000053530']];[[], ['genetic disease'], ['inborn genetic disease']];[[], [0.817090351], [-1.0]];['C2316203', 'C0019247'];[{'T033': 'Finding'}, {'T047': 'Disease or Syndrome'}];[[], ['0000006076']];[[], ['genetic disease']];[[], [0.817090351]];['C0019247', 'C2316203'];['genetic diseases', 'genetic diseases'];['genetic disease', 'Genetic diseases'];[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000006076'], []];[['genetic disease'], []];[[0.817090351], []]
wiki_fully;1151;Thaxter died on August 14, 2012, in Longwood, Florida, after an eight -- or nine-year battle with Alzheimer's disease.;1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126'];[{'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}];[['0000000965', '0000049799'], ['0000003683'], ['0000048366'], [], [], ['0000026938'], []];"[[""Alzheimer's disease"", 'alzheimers dementia'], ['presenile dementia'], ['presenile alzheimer dementia'], [], [], ['familial alzheimer disease'], []]";[[0.590454007, -1.0], [-1.0], [-1.0], [], [], [-1.0], []];['C0002395', 'C1521724'];[{'T047': 'Disease or Syndrome'}, {'T077': 'Conceptual Entity'}];[['0000000965', '0000049799']];"[[""Alzheimer's disease"", 'alzheimers dementia']]";[[0.590454007, -1.0]];['C0002395', 'C1271045'];"[""Alzheimer's disease"", ""Alzheimer's disease""]";"[""Alzheimer's disease"", ""FH: Alzheimer's disease""]";[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000000965', '0000049799'], []];"[[""Alzheimer's disease"", 'alzheimers dementia'], []]";[[0.590454007, -1.0], []]
wiki_fully;1152;Thaxter's career stalled after an attack of polio in 1952.;1;polio;disease;D011051;['C0032371', 'C1527258', 'C0751445', 'C0751446', 'C0751447'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009892'], [], ['0000048436'], [], []];[['polio'], [], ['polioencephalitis'], [], []];[[0.573991483], [], [-1.0], [], []];['C0032371'];[{'T047': 'Disease or Syndrome'}];[['0000009892']];[['polio']];[[0.573991483]];['C0032371'];['polio'];['polio'];[{'T047': 'Disease or Syndrome'}];[['0000009892']];[['polio']];[[0.573991483]]
wiki_fully;1158;He died intestate in Sydney on 21 July 1868 of pneumonia, and was accorded a State Funeral.;1;pneumonia;disease;D011014;['C0032285', 'C0032300', 'C0887898', 'C3714636'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T050': 'Experimental Model of Disease'}, {'T047': 'Disease or Syndrome'}];[['0000009867'], ['0000009870'], [], ['0000009867', '0000055518']];[['pneumonia'], ['pneumococcal pneumonia'], [], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.423595921], [], [0.745931431, -1.0]];['C0032285'];[{'T047': 'Disease or Syndrome'}];[['0000009867']];[['pneumonia']];[[0.745931431]];['C0032285', 'C3714636'];['pneumonia', 'pneumonia'];['pneumonia', 'pneumonias'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009867'], ['0000009867', '0000055518']];[['pneumonia'], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.745931431, -1.0]]
wiki_fully;1162;May Lemke developed Alzheimer's disease and died on November 6, 1993.;1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126'];[{'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}];[['0000000965', '0000049799'], ['0000003683'], ['0000048366'], [], [], ['0000026938'], []];"[[""Alzheimer's disease"", 'alzheimers dementia'], ['presenile dementia'], ['presenile alzheimer dementia'], [], [], ['familial alzheimer disease'], []]";[[0.590454007, -1.0], [-1.0], [-1.0], [], [], [-1.0], []];['C0002395', 'C1521724'];[{'T047': 'Disease or Syndrome'}, {'T077': 'Conceptual Entity'}];[['0000000965', '0000049799']];"[[""Alzheimer's disease"", 'alzheimers dementia']]";[[0.590454007, -1.0]];['C0002395', 'C1271045'];"[""Alzheimer's disease"", ""Alzheimer's disease""]";"[""Alzheimer's disease"", ""FH: Alzheimer's disease""]";[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000000965', '0000049799'], []];"[[""Alzheimer's disease"", 'alzheimers dementia'], []]";[[0.590454007, -1.0], []]
wiki_fully;1164;Arnold died at the Norfolk and Norwich University Hospital, Norwich, on 23 September 2006, after suffering from a chest infection.;1;chest infection;disease;Unknown;[];[];[];[];[];['C0149725', 'C0238990'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000016667'], ['0000024136']];[['chest cold'], ['chest infection']];[[0.512829999], [0.691214009]];['C0238990', 'C0238990', 'C0149725'];['chest infection', 'chest infection', 'chest infection'];['chest infection', 'chest infections', 'Chest infection'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000024136'], ['0000024136'], ['0000016667']];[['chest infection'], ['chest infection'], ['chest cold']];[[0.691214009], [0.691214009], [0.512829999]]
wiki_fully;1167;In 1831, an outbreak of cholera devastated the region and eliminated most if not all of the Mandaean religious authorities.;1;cholera;disease;D002771;['C0008354'];[{'T047': 'Disease or Syndrome'}];[['0000002874']];[['cholera']];[[0.480259653]];['C0008354', 'C0008359'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000002874']];[['cholera']];[[0.480259653]];['C0008354', 'C0008359', 'C0008354'];['cholera', 'cholera', 'cholera'];['cholera', 'cholera', 'choleras'];[{'T047': 'Disease or Syndrome'}, {'T129': 'Immunologic Factor', 'T121': 'Pharmacologic Substance'}, {'T047': 'Disease or Syndrome'}];[['0000002874'], ['0000002874']];[['cholera'], ['cholera']];[[0.480259653], [0.480259653]]
wiki_fully;1174;Gustav Stresemann died of a stroke in October 1929 at the age of 51.;1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_fully;1175;His wife acknowledged that the attack was not stress-related, but rather a family issue, with Len's mother having died from a heart attack at 47.;1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_fully;1176;On 31 May 2008 he suffered a heart attack, while at a music awards ceremony.;1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_fully;1178;"The wedding was not completed, however, due to constant disruptions and Long having a heart attack just as he started to say ""I do"".";1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_fully;1194;Prevention of human-to-human transmission Influenza spreads between humans when infected people cough or sneeze, then other people breathe in the virus or touch something with the virus on it and then touch their own face.;1;Influenza;disease;D007251;['C0021400'];[{'T047': 'Disease or Syndrome'}];[['0000006710']];[['flu']];[[0.638215381]];['C0021400', 'C0021403'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000006710']];[['flu']];[[0.638215381]];['C0021400'];['Influenza'];['Influenza'];[{'T047': 'Disease or Syndrome'}];[['0000006710']];[['flu']];[[0.638215381]]
wiki_fully;1199;Several neurodegenerative and other diseases are believed to result from the accumulation of amyloid fibrils formed by misfolded proteins.;1;neurodegenerative and other diseases;disease;D019636;['C0524851', 'C0270715', 'C0751733'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000038351'], ['0000026503'], ['0000048482']];[['neurodegenerative diseases'], ['cns degenerative disease'], ['spinal cord degenerative diseases']];[[0.744016417], [-1.0], [-1.0]];[];[];[];[];[];['C0012634'];['diseases'];['diseases'];[{'T047': 'Disease or Syndrome'}];[['0000004014']];[['disease']];[[1.0]]
wiki_fully;1200;She died from the 1918 flu pandemic.;1;flu;disease;D007251;['C0021400'];[{'T047': 'Disease or Syndrome'}];[['0000006710']];[['flu']];[[0.638215381]];['C0021400', 'C2348686', 'C3811318'];[{'T047': 'Disease or Syndrome'}, {'T081': 'Quantitative Concept'}, {'T028': 'Gene or Genome'}];[['0000006710']];[['flu']];[[0.638215381]];['C0021400'];['flu'];['flu'];[{'T047': 'Disease or Syndrome'}];[['0000006710']];[['flu']];[[0.638215381]]
wiki_fully;1201;After serving in the Royal Flying Corps during the First World War, he maintained his reputation when cricket resumed in 1919, but his career was threatened by appendicitis, which caused him to miss most of the 1921 season.;1;appendicitis;disease;Unknown;[];[];[];[];[];['C0003615'];[{'T047': 'Disease or Syndrome'}];[['0000001390']];[['appendicitis']];[[0.583697878]];['C0003615'];['appendicitis'];['appendicitis'];[{'T047': 'Disease or Syndrome'}];[['0000001390']];[['appendicitis']];[[0.583697878]]
wiki_fully;1203;The term Chlamydia infection can also refer to infection caused by any species belonging to the bacterial family Chlamydiaceae.;1;Chlamydia infection;disease;D002690;['C0008149'];[{'T047': 'Disease or Syndrome'}];[['0000002805']];[['chlamydia bacteria infection']];[[-1.0]];['C0008149'];[{'T047': 'Disease or Syndrome'}];[['0000002805']];[['chlamydia bacteria infection']];[[-1.0]];['C0008149'];['Chlamydia infection'];['Chlamydia infections'];[{'T047': 'Disease or Syndrome'}];[['0000002805']];[['chlamydia bacteria infection']];[[-1.0]]
wiki_fully;1207;Chlamydia can be transmitted during vaginal, anal, or oral sex, and can be passed from an infected mother to her baby during childbirth.;1;Chlamydia;disease;Unknown;[];[];[];[];[];['C0008148'];[{'T007': 'Bacterium'}];[];[];[];[];[];[];[];[];[];[]
wiki_fully;1222;While other treatments for croup have been studied, none have sufficient evidence to support their use.;1;croup;disease;D003440;['C0010380', 'C0149869', 'C2350035', 'C2350036'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000003477'], [], [], []];[['croup'], [], [], []];[[0.15152871], [], [], []];['C0010380'];[{'T047': 'Disease or Syndrome'}];[['0000003477']];[['croup']];[[0.15152871]];['C0010380'];['croup'];['croup'];[{'T047': 'Disease or Syndrome'}];[['0000003477']];[['croup']];[[0.15152871]]
wiki_fully;1227;"Joss Whedon posted a message on a popular fan site, The Bronze: Beta, in which he expressed his dismay and surprise, saying he was ""heartbroken"" and compared it to a ""healthy guy falling dead from a heart attack.""";1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_fully;1228;She has said that she feels that she actually had borderline personality disorder.;1;borderline personality disorder;disease;D001883;['C0006012'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000002093']];[['borderline personality disorder']];[[0.687083352]];['C0006012'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000002093']];[['borderline personality disorder']];[[0.687083352]];['C0006012'];['borderline personality disorder'];['borderline personality disorder'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000002093']];[['borderline personality disorder']];[[0.687083352]]
wiki_fully;1229;In 1742 Maria Anna took over power as regent after her husband suffered a stroke, which left him partially paralyzed.;1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_fully;1231;Vector control refers to methods used to decrease malaria by reducing the levels of transmission by mosquitoes.;1;malaria;disease;Unknown;[];[];[];[];[];['C0024530', 'C2984572', 'C3541306', 'C0206255'];[{'T047': 'Disease or Syndrome'}, {'T169': 'Functional Concept'}, {'T059': 'Laboratory Procedure'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000033395', '0000007684']];[['malarial fever', 'malaria']];[[-1.0, 0.521907095]];['C0024530', 'C0206255', 'C0024530', 'C1744563'];['malaria', 'malaria', 'malaria', 'malaria'];['malaria', 'malaria', 'malarias', 'malari'];[{'T047': 'Disease or Syndrome'}, {'T129': 'Immunologic Factor', 'T121': 'Pharmacologic Substance'}, {'T047': 'Disease or Syndrome'}, {'T023': 'Body Part, Organ, or Organ Component'}];[['0000033395', '0000007684'], ['0000033395', '0000007684']];[['malarial fever', 'malaria'], ['malarial fever', 'malaria']];[[-1.0, 0.521907095], [-1.0, 0.521907095]]
wiki_fully;1234;SIUT was founded by Dr. Adibul Hasan Rizvi and it is Pakistan's largest kidney disease center, as well as Pakistan's largest public sector health organization.;1;kidney disease;disease;D007674;['C0022658'];[{'T047': 'Disease or Syndrome'}];[['0000007090']];[['kidney disease']];[[0.85301784]];['C0022658'];[{'T047': 'Disease or Syndrome'}];[['0000007090']];[['kidney disease']];[[0.85301784]];['C0022658', 'C1838421'];['kidney disease', 'kidney disease'];['kidney disease', 'No kidney disease'];[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000007090'], []];[['kidney disease'], []];[[0.85301784], []]
wiki_fully;1237;"Gertrude Baines married Sam Conley at a ""very young age"" and had a daughter, Annabelle, born in 1909, who died of typhoid fever at the age of 18.";1;typhoid fever;disease;D014435;['C0041466'];[{'T047': 'Disease or Syndrome'}];[['0000012684']];[['typhoid fever']];[[0.565422803]];['C0041466'];[{'T047': 'Disease or Syndrome'}];[['0000012684']];[['typhoid fever']];[[0.565422803]];['C0041466'];['typhoid fever'];['typhoid fever'];[{'T047': 'Disease or Syndrome'}];[['0000012684']];[['typhoid fever']];[[0.565422803]]
wiki_fully;1241;The practice, along with the insertion of hard objects into the anus, has been significantly related to the traumatization of the rectal mucosa in increasing the likelihood of infection, including Hepatitis B.;1;Hepatitis B;disease;Unknown;[];[];[];[];[];['C0019163', 'C0062527'];[{'T047': 'Disease or Syndrome'}, {'T116': 'Amino Acid, Peptide, or Protein', 'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000006047', '0000050592']];[['hepatitis B', 'viral hepatitis b']];[[0.8559618, -1.0]];['C0019163', 'C0011226', 'C0019159', 'C0019163', 'C0019196', 'C0085293', 'C0814152', 'C0854495', 'C0854496'];['Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B'];['Hepatitis B', 'Hepatitis D', 'Hepatitis A', 'hepatitis B', 'Hepatitis C', 'Hepatitis E', 'Hepatitis G', 'Hepatitis F', 'Hepatitis H'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000006047', '0000050592'], ['0000003678'], ['0000006044', '0000055094', '0000044720', '0000050591'], ['0000006047', '0000050592'], ['0000006059', '0000057900'], ['0000015549'], ['0000049246'], [], ['0000050268']];[['hepatitis B', 'viral hepatitis b'], ['hepatitis d'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral'], ['hepatitis B', 'viral hepatitis b'], ['hepatitis C', 'hepatitis non-a non-b'], ['hepatitis e'], ['hepatitis g'], [], ['hepatitis h']];[[0.8559618, -1.0], [0.552329278], [-1.0, -1.0, -1.0, -1.0], [0.8559618, -1.0], [0.868028688, -1.0], [0.580874075], [0.559038998], [], [-1.0]]
wiki_fully;1243;In the case of double-fisting, pleasure is derived more from the stretching of the anus or vagina than from the thrusting (in-and-out) movement of hands.;1;double-fisting;disease;Unknown;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
wiki_fully;1252;She had suffered from breast cancer for several years before she died in her sleep at her home in Carry-le-Rouet, Bouches-du-Rhône, on April 21, 2003.;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222'];[{'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}];[['0000002156'], ['0000002152'], [], ['0000042783', '0000052645']];[['breast tumor'], ['breast cancer'], [], ['breast cancer', 'breast cancer diagnosis']];[[0.652684448], [0.973269988], [], [0.973269988, 0.678918853]];['C0006142', 'C0678222'];[{'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}];[['0000002152'], ['0000042783', '0000052645']];[['breast cancer'], ['breast cancer', 'breast cancer diagnosis']];[[0.973269988], [0.973269988, 0.678918853]];['C0006142', 'C0678222', 'C0006142', 'C0006142', 'C0678222'];['breast cancer', 'breast cancer', 'breast cancer', 'breast cancer', 'breast cancer'];['breast cancer', 'breast cancer', 'breast cancers', 'Breast cancer', 'Breast cancer'];[{'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}, {'T191': 'Neoplastic Process'}];[['0000002152'], ['0000042783', '0000052645'], ['0000002152'], ['0000002152'], ['0000042783', '0000052645']];[['breast cancer'], ['breast cancer', 'breast cancer diagnosis'], ['breast cancer'], ['breast cancer'], ['breast cancer', 'breast cancer diagnosis']];[[0.973269988], [0.973269988, 0.678918853], [0.973269988], [0.973269988], [0.973269988, 0.678918853]]
wiki_fully;1256;Their mother Marie Josèphe, who never recovered from the loss of her husband, died in March 1767 from tuberculosis.;1;tuberculosis;disease;D014376;['C0041296'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]];['C0041296'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]];['C0041296'];['tuberculosis'];['tuberculosis'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]]
wiki_fully;1257;It is one of the rarest forms of synesthesia.;1;synesthesia;disease;C562460;['C0233778'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000023202']];[['synesthesia']];[[0.089529486]];['C0233778'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000023202']];[['synesthesia']];[[0.089529486]];['C0233778'];['synesthesia'];['synesthesia'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000023202']];[['synesthesia']];[[0.089529486]]
wiki_fully;1261;On May 31, 1959, Holiday was taken to Metropolitan Hospital in New York with liver and heart disease.;1;liver and heart disease;disease;D008107;['C0023895', 'C0086565'];[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];[];[];[];[];[];['C0018799', 'C0023884'];['heart disease', 'liver'];['heart disease', 'liver'];[{'T047': 'Disease or Syndrome'}, {'T023': 'Body Part, Organ, or Organ Component'}];[['0000005875']];[['heart disease']];[[0.972132598]]
wiki_fully;1266;"The captain of the Manilus, known in the Victorian Shipping records as the ""Plague ship"", would not receive his bounty as forty-five of the ship's 243 passengers had been lost to yellow fever during the journey from Scotland's shores.";1;yellow fever;disease;D015004;['C0043395'];[{'T047': 'Disease or Syndrome'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508', 'C0043395'];['yellow fever', 'yellow fever', 'yellow fever'];['yellow fever', 'yellow fever', 'Yellow fever'];[{'T047': 'Disease or Syndrome'}, {'T129': 'Immunologic Factor', 'T121': 'Pharmacologic Substance'}, {'T047': 'Disease or Syndrome'}];[['0000013250'], ['0000013250']];[['yellow fever'], ['yellow fever']];[[0.667029129], [0.667029129]]
wiki_fully;1267;In his later years, Boyle suffered from kidney disease, and due to complications from this disease, died in a hospital in Wallace on May 7, 2011.;1;kidney disease;disease;D007674;['C0022658'];[{'T047': 'Disease or Syndrome'}];[['0000007090']];[['kidney disease']];[[0.85301784]];['C0022658'];[{'T047': 'Disease or Syndrome'}];[['0000007090']];[['kidney disease']];[[0.85301784]];['C0022658', 'C1838421'];['kidney disease', 'kidney disease'];['kidney disease', 'No kidney disease'];[{'T047': 'Disease or Syndrome'}, {'T033': 'Finding'}];[['0000007090'], []];[['kidney disease'], []];[[0.85301784], []]
wiki_fully;1280;In contrast, autoimmunity results from a hyperactive immune system attacking normal tissues as if they were foreign organisms.;1;autoimmunity;disease;Unknown;[];[];[];[];[];['C0004368', 'C0004364'];[{'T046': 'Pathologic Function'}, {'T047': 'Disease or Syndrome'}];[[], ['0000001603', '0000001605']];[[], ['autoimmune disease', 'autoimmunity']];[[], [0.862120313, 0.530380753]];['C0004364', 'C0004368'];['autoimmunity', 'autoimmunity'];['autoimmunity', 'autoimmunity'];[{'T047': 'Disease or Syndrome'}, {'T046': 'Pathologic Function'}];[['0000001603', '0000001605'], []];[['autoimmune disease', 'autoimmunity'], []];[[0.862120313, 0.530380753], []]
wiki_fully;1281;Even simple unicellular organisms such as bacteria possess a rudimentary immune system, in the form of enzymes that protect against bacteriophage infections.;1;bacteriophage infections;disease;D007239;['C3714514'];[{'T046': 'Pathologic Function'}];[['0000006691']];[['infection']];[[0.95085228]];[];[];[];[];[];['C3714514', 'C0009450', 'C0275524'];['infections', 'infections', 'infections'];['infections', 'infection', 'Coinfections'];[{'T046': 'Pathologic Function'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000006691'], ['0000003202'], ['0000026871']];[['infection'], ['infectious disease'], ['polymicrobial infection']];[[0.95085228], [0.8807686], [-1.0]]
