origin;sent_id;sentence;BERN_extracted_ngram;MESHtoCUIs;BERN_CUI_to_CHV_ID;BERN_CHV_terms;BERN_CHV_freq_scores;exact_match_CUIs;exact_match_CUI_to_CHV_ID;exact_match_CHV_terms;exact_match_CHV_freq_scores;qumls_CUIs;qumls_CUI_to_CHV_ID;qumls_CHV_terms;qumls_CHV_freq_scores;CHV_selection;CHV_substitution;sim_scores
House;18340;This kind of lupus takes years to get to this point.;lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0024138', 'C0024141', 'C0409974'];[['0000007575'], ['0000007577'], ['0000007578'], ['0000032784']];[['lupus vulgaris'], ['discoid lupus erythematosus'], ['systemic lupus erythematosus (SLE)'], ['lupus erythematosus']];[[0.31082064], [0.267561226], [-1.0], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18344;"Instead, we diddled around with hepatitis ""E"", and now it's too late.";hepatitis;['C0023895', 'C0086565'];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['hepatitis', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral', 'liver disease', 'abnormal liver function', 'liver dysfunction'];hepatitis;100.0
House;18356;Lupus is a bad diagnosis.;Lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0409974'];[['0000007575'], ['0000032784']];[['lupus vulgaris'], ['lupus erythematosus']];[[0.31082064], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18369;Pain causes nausea.;nausea;['C0027497'];[['0000008525']];[['nausea']];[[0.615322466]];['C0027497', 'C1963179', 'C3829611', 'C4085222', 'C4085661', 'C4084796', 'C2984057', 'C4085862', 'C4255480'];[['0000008525'], []];[['nausea'], []];[[0.615322466], []];['C0027497'];[['0000008525']];[['nausea']];[[0.615322466]];['nausea'];nausea;100.0
House;18376;Lupus is normally treated with medication.;Lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0409974'];[['0000007575'], ['0000032784']];[['lupus vulgaris'], ['lupus erythematosus']];[[0.31082064], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18404;I don't think this is lupus.;lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0024138', 'C0024141', 'C0409974'];[['0000007575'], ['0000007577'], ['0000007578'], ['0000032784']];[['lupus vulgaris'], ['discoid lupus erythematosus'], ['systemic lupus erythematosus (SLE)'], ['lupus erythematosus']];[[0.31082064], [0.267561226], [-1.0], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18431;And it's not lupus.;lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0024138', 'C0024141', 'C0409974'];[['0000007575'], ['0000007577'], ['0000007578'], ['0000032784']];[['lupus vulgaris'], ['discoid lupus erythematosus'], ['systemic lupus erythematosus (SLE)'], ['lupus erythematosus']];[[0.31082064], [0.267561226], [-1.0], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18523;You could get on a different pain management regimen.;pain;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408'];[['0000009185'], ['0000023290'], ['0000023286'], [], [], ['0000023301'], [], []];[['pain'], ['ache'], ['burning pain'], [], [], ['radiating pain'], [], []];[[0.972184997], [0.59893252], [0.710785322], [], [], [0.550758686], [], []];['C0030193', 'C0006138', 'C2598155', 'C1557397', 'C1882272', 'C2984058', 'C4085211', 'C4085210', 'C0518090', 'C4085212', 'C1549543'];[['0000009185'], [], []];[['pain'], [], []];[[0.972184997], [], []];['C0030193'];[['0000009185']];[['pain']];[[0.972184997]];['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;18596;"Could be hepatitis ""E.""";hepatitis;['C0023895', 'C0086565'];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['hepatitis', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral', 'liver disease', 'abnormal liver function', 'liver dysfunction'];hepatitis;100.0
House;18602;"But there isn't a treatment for hepatitis ""E.""";hepatitis;['C0023895', 'C0086565'];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['hepatitis', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral', 'liver disease', 'abnormal liver function', 'liver dysfunction'];hepatitis;100.0
House;18610;"If it is hepatitis ""E,"" we should see a marked decline in liver function tests within the hour.";hepatitis;['C0023895', 'C0086565'];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['hepatitis', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral', 'liver disease', 'abnormal liver function', 'liver dysfunction'];hepatitis;100.0
House;18611;"If there's no hep ""E,"" we'll start treatment for lupus immediately.";lupus;[];[];[];[];['C0024131', 'C0024141', 'C0024138', 'C0409974'];[['0000007575'], ['0000007578'], ['0000007577'], ['0000032784']];[['lupus vulgaris'], ['systemic lupus erythematosus (SLE)'], ['discoid lupus erythematosus'], ['lupus erythematosus']];[[0.31082064], [-1.0], [0.267561226], [0.398032873]];['C0024131', 'C0024138', 'C0024141', 'C0409974'];[['0000007575'], ['0000007577'], ['0000007578'], ['0000032784']];[['lupus vulgaris'], ['discoid lupus erythematosus'], ['systemic lupus erythematosus (SLE)'], ['lupus erythematosus']];[[0.31082064], [0.267561226], [-1.0], [0.398032873]];['lupus erythematosus', 'lupus vulgaris', 'discoid lupus erythematosus', 'systemic lupus erythematosus (SLE)'];lupus erythematosus;38.0
House;18616;This kind oflupus takes years to get to this point.;oflupus;[];[];[];[];[];[];[];[];[];[];[];[];[];;
House;18617;"Instead, we diddled around with hepatitis ""E,""and now it's too late.";hepatitis;['C0023895', 'C0086565'];[['0000007501'], ['0000015957', '0000023002']];[['liver disease'], ['liver dysfunction', 'abnormal liver function']];[[0.878900546], [0.468055481, 0.592127234]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['C0019158', 'C0019159'];[['0000006043'], ['0000006044', '0000055094', '0000044720', '0000050591']];[['hepatitis'], ['hepatitis a', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral']];[[0.770367689], [-1.0, -1.0, -1.0, -1.0]];['hepatitis', 'hepatitis a', 'infectious hepatitis', 'hepatitis viral', 'liver disease', 'abnormal liver function', 'liver dysfunction'];hepatitis;100.0
House;18650;Obesity isn't something you just grow out of.;Obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['obesity'];obesity;100.0
House;18710;We got stunted growth, high blood pressure, blood clots, obesity;obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['obesity'];obesity;100.0
House;18711;Necrosis doesn't present;Necrosis;['C0027540'];[];[];[];['C0027540', 'C1334928'];[[]];[[]];[[]];['C1334928'];[[]];[[]];[[]];[];;
House;18718;Honey, if you don't have a fever...;fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;18781;That's because of her depression.;depression;[];[];[];[];['C0011570', 'C0011581', 'C0344315', 'C1999266', 'C4049644', 'C4085311', 'C4084909', 'C0460137', 'C0812393'];[['0000003777'], ['0000003782', '0000031208'], ['0000030931'], [], []];[['mental depression'], ['depressive disorder', 'depression nos'], ['sadness'], [], []];[[0.56156364], [0.663750497, -1.0], [0.481935087], [], []];['C0011570', 'C0011581', 'C0344315', 'C0812393'];[['0000003777'], ['0000003782', '0000031208'], ['0000030931'], []];[['mental depression'], ['depressive disorder', 'depression nos'], ['sadness'], []];[[0.56156364], [0.663750497, -1.0], [0.481935087], []];['depressive disorder', 'mental depression', 'sadness', 'depression nos'];depressive disorder;67.0
House;18809;Hmm, sounds almost like heartburn.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;18813;Vasectomies can reverse themselves, condoms break.;Vasectomies;[];[];[];[];['C0042387'];[];[];[];['C0042387'];[];[];[];[];;
House;18820;The heartburn, gotta make sure it's not spreading.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;18835;Enough from mummy.;mummy;[];[];[];[];['C0026779'];[];[];[];[];[];[];[];[];;
House;18872;More likely to cause a stroke, not the psychosis.;stroke;['C0038454', 'C0751956'];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];[['0000011781']];[['stroke']];[[0.799621631]];['stroke', 'acute stroke'];stroke;100.0
House;18877;Obesity doesn't cause blood clots.;Obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['obesity'];obesity;100.0
House;18929;The tumor is extremely large, at least thirty pounds.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;18930;But it's completely benign, there's no sign of cancer at all.;cancer;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698'];[['0000002416'], ['0000020682'], ['0000020683', '0000029941'], ['0000020685'], ['0000020684']];[['carcinoma'], ['anaplastic carcinoma'], ['spindle cell carcinoma', 'sarcomatoid carcinoma'], ['carcinomatosis'], ['undifferentiated carcinoma']];[[0.531576731], [0.315269067], [0.54108849, -1.0], [0.115682298], [-1.0]];['C0006826', 'C0998265', 'C2707253', 'C1306459', 'C1547140'];[['0000002337'], ['0000052870']];[['cancer'], ['primary cancer']];[[1.0], [0.672419275]];['C0006826'];[['0000002337']];[['cancer']];[[1.0]];['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;18940;Yeah, that's exactly why I planted a thirty pound tumor on your ovary.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19034;But she told me about the tumor.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19041;The tumor is benign, nothing's gonna happen.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19042;Except maybe some more heartburn.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19045;Tell her it's cancer.;cancer;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698'];[['0000002416'], ['0000020682'], ['0000020683', '0000029941'], ['0000020685'], ['0000020684']];[['carcinoma'], ['anaplastic carcinoma'], ['spindle cell carcinoma', 'sarcomatoid carcinoma'], ['carcinomatosis'], ['undifferentiated carcinoma']];[[0.531576731], [0.315269067], [0.54108849, -1.0], [0.115682298], [-1.0]];['C0006826', 'C0998265', 'C2707253', 'C1306459', 'C1547140'];[['0000002337'], ['0000052870']];[['cancer'], ['primary cancer']];[[1.0], [0.672419275]];['C0006826'];[['0000002337']];[['cancer']];[[1.0]];['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;19050;So if Mommy has heartburn, one of them might catch on fire.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19056;At this point it doesn't matter what caused the necrosis.;necrosis;['C0027540'];[];[];[];['C0027540', 'C1334928'];[[]];[[]];[[]];[];[];[];[];[];;
House;19061;So you can get rid of the sores.;sores;['C0038363', 'C0086789'];[['0000011747', '0000040757'], ['0000016008']];"[['canker sore', 'recurrent canker sore'], [""sutton's disease""]]";[[0.458769216, 0.0], [-1.0]];[];[];[];[];[];[];[];[];"['canker sore', 'recurrent canker sore', ""sutton's disease""]";canker sore;53.0
House;19066;A radical mastectomy may be her only chance of survival.;mastectomy;['C0346082'];[[]];[[]];[[]];['C0024881', 'C0191849', 'C0024886', 'C1546422'];[[]];[[]];[[]];['C0024881'];[];[];[];[];;
House;19109;No, that's just sores, not obesity.;obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['obesity'];obesity;100.0
House;19118;No, necrosis doesn't present in...;necrosis;['C0027540'];[];[];[];['C0027540', 'C1334928'];[[]];[[]];[[]];[];[];[];[];[];;
House;19122;The hypercortisolism could be cyclical, we just didn't catch it in the right phase.;hypercortisolism;['C0010481'];[['0000003509']];"[[""cushing's syndrome""]]";[[0.464945834]];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];"[""cushing's syndrome"", 'hypercortisolism']";cushing's syndrome;30.0
House;19126;If we assume it's not Cushing's, she'll lose her breasts and may still be sick.;Cushing's;['C0751220', 'C0221406'];[[], ['0000021420']];"[[], [""cushing's disease""]]";[[], [0.590454007]];[];[];[];[];[];[];[];[];"[""cushing's disease""]";cushing's disease;63.0
House;19128;You want us to look for hypercortisolism with an MRI?;hypercortisolism;['C0010481'];[['0000003509']];"[[""cushing's syndrome""]]";[[0.464945834]];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];"[""cushing's syndrome"", 'hypercortisolism']";cushing's syndrome;30.0
House;19129;No, I want you to look for what could cause hypercortisolism with an MRI.;hypercortisolism;['C0010481'];[['0000003509']];"[[""cushing's syndrome""]]";[[0.464945834]];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];['C0001622', 'C0010481', 'C4025651'];[['0000000765'], ['0000003509'], []];"[['hypercortisolism'], [""cushing's syndrome""], []]";[[0.093898188], [0.464945834], []];"[""cushing's syndrome"", 'hypercortisolism']";cushing's syndrome;30.0
House;19139;Once the tumor's found, he'll cut it into small pieces and remove it from the same hole under the lip.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19203;I'd recommend the apadravya.;apadravya;[];[];[];[];[];[];[];[];[];[];[];[];[];;
House;19240;"Syndrome ""X"" could cause a stroke.";stroke;['C0038454', 'C0751956'];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];[['0000011781']];[['stroke']];[[0.799621631]];['stroke', 'acute stroke'];stroke;100.0
House;19282;Hmm, sounds almost like... heartburn.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19290;Vasectomies can reverse themselves.;Vasectomies;[];[];[];[];['C0042387'];[];[];[];['C0042387'];[];[];[];[];;
House;19352;She's gotta be getting hypoglycemic.;hypoglycemic;['C0020615', 'C0271710', 'C0271708'];[['0000006474'], ['0000026661'], ['0000026660']];[['low blood sugar level'], ['reactive hypoglycemia'], ['fasting hypoglycemia']];[[-1.0], [0.355317313], [-1.0]];['C0020616'];[];[];[];['C0020616', 'C0020615'];[['0000006474']];[['low blood sugar level']];[[-1.0]];['low blood sugar level', 'reactive hypoglycemia', 'fasting hypoglycemia'];low blood sugar level;19.0
House;19379;But what about some other ridiculous obesity treatment?;obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['obesity'];obesity;100.0
House;19458;The tumor is extremely large, at least 30 pounds.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19461;There's no sign of cancer at all.;cancer;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698'];[['0000002416'], ['0000020682'], ['0000020683', '0000029941'], ['0000020685'], ['0000020684']];[['carcinoma'], ['anaplastic carcinoma'], ['spindle cell carcinoma', 'sarcomatoid carcinoma'], ['carcinomatosis'], ['undifferentiated carcinoma']];[[0.531576731], [0.315269067], [0.54108849, -1.0], [0.115682298], [-1.0]];['C0006826', 'C0998265', 'C2707253', 'C1306459', 'C1547140'];[['0000002337'], ['0000052870']];[['cancer'], ['primary cancer']];[[1.0], [0.672419275]];['C0006826'];[['0000002337']];[['cancer']];[[1.0]];['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;19464;But if it's not cancer, it can't kill me, right?;cancer;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698'];[['0000002416'], ['0000020682'], ['0000020683', '0000029941'], ['0000020685'], ['0000020684']];[['carcinoma'], ['anaplastic carcinoma'], ['spindle cell carcinoma', 'sarcomatoid carcinoma'], ['carcinomatosis'], ['undifferentiated carcinoma']];[[0.531576731], [0.315269067], [0.54108849, -1.0], [0.115682298], [-1.0]];['C0006826', 'C0998265', 'C2707253', 'C1306459', 'C1547140'];[['0000002337'], ['0000052870']];[['cancer'], ['primary cancer']];[[1.0], [0.672419275]];['C0006826'];[['0000002337']];[['cancer']];[[1.0]];['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;19472;Yeah, that's exactly why I planted a 30-pound tumor on your ovary.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19475;Uh, it would also relieve your heartburn and discomfort.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19617;She told me about the tumor.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19626;The tumor is benign.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;19627;Nothing's gonna happen, except maybe some more heartburn.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19638;So if Mommy gets heartburn, one of them might catch on fire.;heartburn;['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['C0018834'];[['0000049552', '0000005902']];[['heartburn', 'heartburn']];[[0.297410755, 0.297410755]];['heartburn'];heartburn;100.0
House;19644;The necrosis is getting worse.;necrosis;['C0027540'];[];[];[];['C0027540', 'C1334928'];[[]];[[]];[[]];[];[];[];[];[];;
House;19647;At this point, it doesn't matter what caused the necrosis.;necrosis;['C0027540'];[];[];[];['C0027540', 'C1334928'];[[]];[[]];[[]];[];[];[];[];[];;
House;19726;We already considered obesity as a cause.;obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['obesity'];obesity;100.0
House;19736;What has obesity as a symptom?;obesity;['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['C0028754', 'C1963185'];[['0000008861'], []];[['obesity'], []];[[0.712399558], []];['C0028754'];[['0000008861']];[['obesity']];[[0.712399558]];['obesity'];obesity;100.0
