sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
1864;Checking for lymphadenopathy.;1;lymphadenopathy;disease;D000386;['C0001857']
1867;Your wife has human African trypanosomiasis.;1;African trypanosomiasis;disease;D014353;['C0041228', 'C0027333']
1868;Sleeping sickness.;1;Sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1869;You mean it's not tularemia, a virus, tumor or-- or cancer?;1;tularemia;disease;D014406;['C0041351']
1869;You mean it's not tularemia, a virus, tumor or-- or cancer?;2;tumor;disease;Unknown;[]
1869;You mean it's not tularemia, a virus, tumor or-- or cancer?;3;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
1872;And I trust Elyse.;1;Elyse;gene;Unknown;[]
1890;Because melarsoprol melts plastic.;1;melarsoprol;drug;D008549;['C0025217', 'C0809906', 'C0809907', 'C0809908']
1891;This stuff's basically arsenic mixed with antifreeze.;1;arsenic;drug;Unknown;[]
1893;Nietzsche wouldn't have been so glib if he'd been prescribed melarsoprol.;1;melarsoprol;drug;D008549;['C0025217', 'C0809906', 'C0809907', 'C0809908']
1894;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia''.;1;vomiting;disease;D014839;['C0042963']
1894;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia''.;2;abdominal pain;disease;D015746;['C0000737', 'C3888418']
1894;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia''.;3;blood toxicity;disease;D064420;['C0013221', 'C0041755']
1894;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia''.;4;neural damage;disease;Unknown;[]
1894;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia''.;5;cardiac arrhythmia;disease;D001145;['C0003811']
1908;So you're treating her for African sleeping sickness... because you don't think it's possible for someone to be faithful in a relationship?;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
1933;Uh-oh.;1;Uh-oh;gene;Unknown;[]
1947;Thyroid cancer metastasized to his brain.;1;Thyroid cancer;disease;D013964;['C0040136', 'C0549473', 'C0151468']
1953;Thyroid cancer would have been diagnosed at least a year before his death.;1;Thyroid cancer;disease;D013964;['C0040136', 'C0549473', 'C0151468']
1960;Her fever spiked at 104.;1;fever;disease;D005334;['C0015967']
1961;Echo shows global hyperkinesis.;1;hyperkinesis;disease;D001289;['C1263846', 'C1321905', 'C0041671']
1964;Did you give her dopamine?;1;dopamine;drug;Unknown;[]
2004;A tumor sitting directly on top of the brain stem... that three E.R. Doctors, two neurologists and a radiologist missed?;1;tumor;disease;Unknown;[]
2016;A glioma not presenting on a contrast M.R.I. Would have to be smaller than a grain of sand, which does not a gravely ill person make.;1;glioma;disease;D005910;['C0017638', 'C0555198', 'C0259783']
2019;They were too busy looking for the tumor- right till they put the patient in the ground.;1;tumor;disease;Unknown;[]
2020;I.V. Immunoglobulin.;1;Immunoglobulin;gene;Unknown;[]
2021;She's my best rotisseur.;1;rotisseur;disease;Unknown;[]
2034;Are you saying that- That it looks like your husband... stirred in some of his blood pressure medication along with the brown sugar.;1;sugar;drug;Unknown;[]
2037;A Portuguese man was diagnosed three years ago with C.N.S. -affected sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2042;Start her on I.V. Chloramphenicol, 25 milligrams per kilogram, four times a day.;1;Chloramphenicol;drug;D002701;['C0008168', 'C0699301', 'C0699300', 'C0591251', 'C0699304', 'C0699302', 'C0699303', 'C0699305']
2044;There's only one way a tularemia patient goes into a coma... while on I.V. Chloramphenicol.;1;tularemia;disease;D014406;['C0041351']
2044;There's only one way a tularemia patient goes into a coma... while on I.V. Chloramphenicol.;2;Chloramphenicol;drug;D002701;['C0008168', 'C0699301', 'C0699300', 'C0591251', 'C0699304', 'C0699302', 'C0699303', 'C0699305']
2045;We still have the problem of explaining how a white chick from Jersey... who's never traveled south of D.C. Has African sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2046;You mean it's not tularemia, a virus, tumor or- or cancer?;1;tularemia;disease;D014406;['C0041351']
2046;You mean it's not tularemia, a virus, tumor or- or cancer?;2;tumor;disease;Unknown;[]
2046;You mean it's not tularemia, a virus, tumor or- or cancer?;3;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
2050;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia.'';1;vomiting;disease;D014839;['C0042963']
2050;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia.'';2;abdominal pain;disease;D015746;['C0000737', 'C3888418']
2050;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia.'';3;blood toxicity;disease;D064420;['C0013221', 'C0041755']
2050;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia.'';4;neural damage;disease;Unknown;[]
2050;''Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia.'';5;cardiac arrhythmia;disease;D001145;['C0003811']
2099;Hypersomnia is usually accompanied by irritability in depressed patients.;1;Hypersomnia;disease;D006970;['C0917799', 'C0020524', 'C0751227', 'C0751228', 'C0751226', 'C0751229']
2099;Hypersomnia is usually accompanied by irritability in depressed patients.;2;irritability;disease;Unknown;[]
2099;Hypersomnia is usually accompanied by irritability in depressed patients.;3;depressed;disease;Unknown;[]
2109;Brain symptoms... hmm, could this be a brain problem?;1;Brain;disease;D001927;['C0006111', 'C0085584']
2109;Brain symptoms... hmm, could this be a brain problem?;2;brain problem;disease;Unknown;[]
2110;No other systemic signs of inflammation, probably not vasculitis.;1;inflammation;disease;D007249;['C0021368']
2110;No other systemic signs of inflammation, probably not vasculitis.;2;vasculitis;disease;D014657;['C0042384']
2114;A tumor sitting directly on top of the brain stem.;1;tumor;disease;Unknown;[]
2131;Some tumors are almost impossible to see unless we know exactly where to look.;1;tumors;disease;Unknown;[]
2134;If it is a tumor, there are a variety of treatment options, but there are variables other than just size.;1;tumor;disease;Unknown;[]
2149;It takes TWO department heads to treat shortness of breath?;1;shortness of breath;disease;D001049;['C0003578']
2165;A glioma not presenting on a contrast MRI would have to be smaller than a grain of sand, which does not a gravely ill person make.;1;glioma;disease;D005910;['C0017638', 'C0555198', 'C0259783']
2166;Late stage Lyme Disease can cause seizures.;1;Lyme Disease;disease;D008193;['C0024198', 'C0242381']
2167;No way... it also means she doesn't have Lyme Disease.;1;Lyme Disease;disease;D008193;['C0024198', 'C0242381']
2169;Lyme Disease initially presents with a rash.;1;Lyme Disease;disease;D008193;['C0024198', 'C0242381']
2171;Paraneoplastic Syndrome causes the body's own antibodies to get thrown off track.;1;Paraneoplastic Syndrome;disease;D010257;['C0030472']
2172;So if you do find the tumor, what do you do?;1;tumor;disease;Unknown;[]
2179;It's most likely a small cell tumor, its no surprise we're having trouble finding it.;1;small cell tumor;disease;D058405;['C0281508']
2184;They were too busy looking for the tumor, right till they put the patient in the ground.;1;tumor;disease;Unknown;[]
2185;IV Immunoglobulin.;1;IV Immunoglobulin;gene;Unknown;[]
2186;So we're just going to ignore the tumor?;1;tumor;disease;Unknown;[]
2194;How long has Elise worked here?;1;Elise;gene;Unknown;[]
2198;Ah, no.;1;Ah;drug;Unknown;[]
2204;I use the same detergents for 15 years and everyone is healthy as a horse.;1;horse;species;Unknown;[]
2219;I need some Haldol, 5 milligrams.;1;Haldol;drug;Unknown;[]
2224;Creepy-crawlies are consistent with paraneoplastic syndrome.;1;Creepy-crawlies;disease;Unknown;[]
2224;Creepy-crawlies are consistent with paraneoplastic syndrome.;2;paraneoplastic syndrome;disease;D010257;['C0030472']
2229;In the final stage of African Trypanosomiasis almost all the parasites are inside the brain.;1;African Trypanosomiasis;disease;D014353;['C0041228', 'C0027333']
2230;But it's not possible for a patient who's never been to Africa to have African Sleeping Sickness.;1;Sleeping Sickness;disease;D014353;['C0041228', 'C0027333']
2234;Rabbit Fever fits her symptoms.;1;Rabbit Fever;disease;D014406;['C0041351']
2234;Rabbit Fever fits her symptoms.;2;Rabbit;species;Unknown;[]
2236;No, then she'd have respiratory symptoms.;1;respiratory symptoms;disease;D012120;['C0035204']
2237;We rejected Lyme Disease because the couple would have noticed a rash, but a wet hacking cough is just going to slip right by.;1;Lyme Disease;disease;D008193;['C0024198', 'C0242381']
2242;For a diagnosis of Tularemia you need a four-fold increase in serum antibody levels.;1;Tularemia;disease;D014406;['C0041351']
2248;The treatment for Tularemia can cause aplastic anemia.;1;Tularemia;disease;D014406;['C0041351']
2248;The treatment for Tularemia can cause aplastic anemia.;2;aplastic anemia;disease;D000741;['C0002874', 'C0178416']
2251;And the treatment for sleeping sickness kills one in ten patients.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2254;Foreman got the gang testing for Tularemia?;1;Tularemia;disease;D014406;['C0041351']
2263;It's her first time in an oncology unit and she's having a tough time, emotionally.;1;oncology;disease;Unknown;[]
2265;Oh, you remember her, the preschool teacher with the heart of silicon.;1;silicon;drug;Unknown;[]
2280;That it looks like your husband stirred in some of his blood pressure medication along with brown sugar.;1;sugar;drug;Unknown;[]
2294;A Portuguese man was diagnosed three years ago with CNS affected sleeping sickness.;1;CNS affected;disease;Unknown;[]
2294;A Portuguese man was diagnosed three years ago with CNS affected sleeping sickness.;2;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2299;Ooh, stymied again.;1;Ooh;drug;Unknown;[]
2307;So... it's either sleeping sickness or this rabbit thing.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2307;So... it's either sleeping sickness or this rabbit thing.;2;rabbit;species;Unknown;[]
2316;If your wife has sleeping sickness and we don't treat her, she'll die.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2318;They say no cheating, we cross of sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2319;Ok, we go with Foreman's Tularemia.;1;Foreman's Tularemia;disease;D014406;['C0041351']
2320;Start her on IV-Chloramphenicol 25 milligrams per kilogram four times a day.;1;Chloramphenicol;drug;D002701;['C0008168', 'C0699301', 'C0699300', 'C0591251', 'C0699304', 'C0699302', 'C0699303', 'C0699305']
2334;There's only one way a Tularemia patient goes into a coma while on IV-Chloramphenicol.;1;Tularemia;disease;D014406;['C0041351']
2334;There's only one way a Tularemia patient goes into a coma while on IV-Chloramphenicol.;2;Chloramphenicol;drug;D002701;['C0008168', 'C0699301', 'C0699300', 'C0591251', 'C0699304', 'C0699302', 'C0699303', 'C0699305']
2335;The patient doesn't have Tularemia.;1;Tularemia;disease;D014406;['C0041351']
2337;It takes ten doctors and a coma to diagnose sleeping sickness.;1;sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2342;Checking for lymphadenopothy.;1;lymphadenopothy;disease;Unknown;[]
2343;Your wife has human African Trypanosomiasis.;1;Trypanosomiasis;disease;D014352;['C0041227']
2344;You mean its not Tularemia.;1;Tularemia;disease;D014406;['C0041351']
2345;A virus, tumor or- or cancer.;1;tumor;disease;Unknown;[]
2345;A virus, tumor or- or cancer.;2;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
2358;Because Melarsoprol melts plastic.;1;Melarsoprol;drug;D008549;['C0025217', 'C0809906', 'C0809907', 'C0809908']
2359;This stuff's supposedly arsenic mixed with antifreeze.;1;arsenic;drug;Unknown;[]
2360;At least you wouldn't have been so glib if you'd been prescribed Melarsoprol.;1;Melarsoprol;drug;D008549;['C0025217', 'C0809906', 'C0809907', 'C0809908']
2361;Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia...;1;vomiting;disease;D014839;['C0042963']
2361;Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia...;2;abdominal pain;disease;D015746;['C0000737', 'C3888418']
2361;Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia...;3;blood toxicity;disease;D064420;['C0013221', 'C0041755']
2361;Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia...;4;neural damage;disease;Unknown;[]
2361;Can cause vomiting, abdominal pain, blood toxicity, neural damage, cardiac arrhythmia...;5;cardiac arrhythmia;disease;D001145;['C0003811']
2368;So we're treating her for African sleeping sickness because you don't think it's possible for someone to be faithful in a relationship?;1;African sleeping sickness;disease;D014353;['C0041228', 'C0027333']
2385;Thyroid cancer would have been diagnosed at least a year before his death, you knew he was dying when you married him.;1;Thyroid cancer;disease;D013964;['C0040136', 'C0549473', 'C0151468']
2390;Fever spiked at 104.;1;Fever;disease;D005334;['C0015967']
2391;You give her gilpamine?;1;gilpamine;drug;Unknown;[]
2413;Exhibit A:;1;Exhibit A;gene;Unknown;[]
2424;Still V-fib.;1;V-fib;gene;Unknown;[]
2425;The aztreonam doesn't work.;1;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2428;The mothers aren't sick, so  No toxoplasmosis, no rubella.;1;toxoplasmosis;disease;D014123;['C0040558']
2434;Shh, shh, shh.;1;Shh;gene;Unknown;[]
2434;Shh, shh, shh.;2;shh;gene;Unknown;[]
2434;Shh, shh, shh.;3;shh;gene;Unknown;[]
2445;Let's get M.R.I. 's, check for abscesses or some occult infection.;1;abscesses;disease;D000038;['C0000833']
2450;You rattled off numbers- B.P., O2 sats.;1;O2;drug;Unknown;[]
2455;We think it's MRSA- Methicillin-resistant staph aureus.;1;MRSA;species;Unknown;[]
2455;We think it's MRSA- Methicillin-resistant staph aureus.;2;Methicillin;drug;Unknown;[]
2510;A little lethargic.;1;lethargic;disease;Unknown;[]
2522;It's amnesia.;1;amnesia;disease;D000647;['C0002622', 'C0236795', 'C0262497', 'C0233750', 'C0750906', 'C0233796', 'C0750907']
2529;Their baby gets a fever.;1;fever;disease;D005334;['C0015967']
2536;Bowel obstruction.;1;Bowel obstruction;disease;D007415;['C0021843']
2542;Went into seizures six hours ago, brought into the intensive care... diagnosed with obstruction of the small bowel.;1;obstruction of the small bowel;disease;Unknown;[]
2549;Fever of unknown origin, 101 degrees, trending upwards.;1;Fever;disease;D005334;['C0015967']
2558;The Hartig girl has a bowel obstruction.;1;bowel obstruction;disease;D007415;['C0021843']
2560;What does bowel obstruction on a chart indicate?;1;bowel obstruction;disease;D007415;['C0021843']
2569;If it's air, no bowel obstruction.;1;bowel obstruction;disease;D007415;['C0021843']
2624;Spiking fevers.;1;Spiking fevers;disease;D005334;['C0015967']
2650;And they're not responding to acyclovir or ribavirin.;1;acyclovir;drug;D000212;['C0001367', 'C0700911', 'C0282040', 'C1449461', 'C1449467', 'C1449468', 'C1449477', 'C1449482', 'C1449466', 'C1449483', 'C1449453', 'C1449464', 'C1449486', 'C1138435', 'C1449465', 'C1449478', 'C1449484', 'C1449470', 'C1449463', 'C0592290', 'C1449447', 'C1449452', 'C1449485', 'C1449457', 'C1449460', 'C0699254', 'C1456821', 'C1449451', 'C1449481', 'C1449469', 'C1449471', 'C1449472', 'C1449456', 'C1449450', 'C0594013', 'C1449476', 'C1449473', 'C1449449', 'C1449446', 'C1449448', 'C1449462']
2650;And they're not responding to acyclovir or ribavirin.;2;ribavirin;drug;D012254;['C0035525', 'C0702024', 'C0702025', 'C1622085', 'C1564036', 'C1170576', 'C1564336', 'C0702029']
2652;Which leads us to bacterial infection.;1;bacterial infection;disease;D001424;['C0004623']
2655;MRSA.;1;MRSA;species;Unknown;[]
2656;It's always MRSA in hospitals.;1;MRSA;species;Unknown;[]
2664;We'll start them on vancomycin for the MRSA and aztreonam to cover the rest.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2664;We'll start them on vancomycin for the MRSA and aztreonam to cover the rest.;2;MRSA;species;Unknown;[]
2664;We'll start them on vancomycin for the MRSA and aztreonam to cover the rest.;3;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2675;If it's weak, the oxygen isn't getting to the liver, the kidneys, the brain.;1;oxygen;drug;Unknown;[]
2689;You rattled off numbers-- B.P., O2 sats.;1;O2;drug;Unknown;[]
2754;Which means the antibiotics are causing the kidney failure.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
2758;Don't tell me both vancomycin and aztreonam.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2758;Don't tell me both vancomycin and aztreonam.;2;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2764;If we leave them on both the antibiotics, they'll die of kidney failure.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
2766;Which drug's causing the kidney failure?;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
2767;It's like I said, it's always MRSA in hospitals.;1;MRSA;species;Unknown;[]
2768;Take them off aztreonam.;1;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2770;I vote to take them off the vancomycin.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2772;Take one kid off vancomycin, the other off aztreonam.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2772;Take one kid off vancomycin, the other off aztreonam.;2;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2795;Well, ''Hartig'' sounds Jewish, so does aztreonam, so we'll take the Hartig kid off vancomycin.;1;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2795;Well, ''Hartig'' sounds Jewish, so does aztreonam, so we'll take the Hartig kid off vancomycin.;2;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2817;So we're going to take her off the aztreonam.;1;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2818;We're taking him off vancomycin.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2822;We think it's MRSA-- Methicillin-resistant staph aureus.;1;MRSA;species;Unknown;[]
2822;We think it's MRSA-- Methicillin-resistant staph aureus.;2;Methicillin;drug;Unknown;[]
2824;We're hoping the aztreonam will clear it up.;1;aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2825;Vancomycin is the best treatment for MRSA, so we're gonna keep giving it to her.;1;Vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2825;Vancomycin is the best treatment for MRSA, so we're gonna keep giving it to her.;2;MRSA;species;Unknown;[]
2874;Oh, just some baby formula being stored under a sink with a dripping faucet.;1;faucet;drug;Unknown;[]
2876;You thinking pseudomonas infection?;1;pseudomonas;disease;Unknown;[]
2890;Me and Ethan.;1;Me;drug;Unknown;[]
2890;Me and Ethan.;2;Ethan;drug;Unknown;[]
2907;Start the levophed.;1;levophed;drug;D009638;['C0733815', 'C0028333', 'C0028351', 'C0772489', 'C0887101', 'C0917761', 'C0205860', 'C0702008', 'C0887096', 'C0887099', 'C0887097', 'C0887098', 'C0887103', 'C0887100', 'C1450037', 'C0887102', 'C0917760']
2911;V-fib.;1;V-fib;gene;Unknown;[]
2917;Double-cover all the other babies with vancomycin.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2935;The vancomycin isn't working either.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2936;Vancomycin doesn't kill it.;1;Vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2937;Aztreonam doesn't kill it.;1;Aztreonam;drug;D001398;['C0004521', 'C0728974', 'C0699281', 'C1257881']
2942;One of the kids, the Hausen baby, had a skin rash.;1;skin rash;disease;D005076;['C0015230']
2943;It could be scalded-skin syndrome, which would be a sign of V.R.S.A. Then these kids are dead.;1;scalded-skin syndrome;disease;D013206;['C0038165']
2947;Take some penicillin.;1;penicillin;drug;Unknown;[]
2948;Sniffles?;1;Sniffles;disease;Unknown;[]
2950;Have some azithromycin.;1;azithromycin;drug;D017963;['C0052796', 'C0729049', 'C0886592', 'C0795582', 'C0678143', 'C1257814', 'C1257813', 'C1257816', 'C1257815', 'C0949528']
2952;Well, got your levaquin.;1;levaquin;drug;Unknown;[]
2954;They'll be adding vancomycin to the water supply soon.;1;vancomycin;drug;D014640;['C0042313', 'C0205992', 'C0886884', 'C0699052', 'C1564369', 'C1564362', 'C1564358', 'C0886886', 'C1564368', 'C0886885', 'C1564361', 'C1564365', 'C1564363', 'C1564360', 'C1564367', 'C1564359', 'C1564364', 'C1564366']
2966;There was no sign of lymphocytosis in the blood tests.;1;lymphocytosis;disease;D008218;['C0024282']
2984;That ribavirin and acyclovir don't knock it out.;1;ribavirin;drug;D012254;['C0035525', 'C0702024', 'C0702025', 'C1622085', 'C1564036', 'C1170576', 'C1564336', 'C0702029']
2984;That ribavirin and acyclovir don't knock it out.;2;acyclovir;drug;D000212;['C0001367', 'C0700911', 'C0282040', 'C1449461', 'C1449467', 'C1449468', 'C1449477', 'C1449482', 'C1449466', 'C1449483', 'C1449453', 'C1449464', 'C1449486', 'C1138435', 'C1449465', 'C1449478', 'C1449484', 'C1449470', 'C1449463', 'C0592290', 'C1449447', 'C1449452', 'C1449485', 'C1449457', 'C1449460', 'C0699254', 'C1456821', 'C1449451', 'C1449481', 'C1449469', 'C1449471', 'C1449472', 'C1449456', 'C1449450', 'C0594013', 'C1449476', 'C1449473', 'C1449449', 'C1449446', 'C1449448', 'C1449462']
2991;No toxoplasmosis, no rubella.;1;toxoplasmosis;disease;D014123;['C0040558']
2992;Cross out the entire TORCH syndrome.;1;TORCH syndrome;disease;Unknown;[]
2993;You didn't find any lung damage?;1;lung damage;disease;D012135;['C0034642', 'C0032230', 'C0035234', 'C0035508', 'C0038450', 'C0043144']
2995;Cardiac scarring, people.;1;Cardiac scarring;disease;D002921;['C2004491', 'C0008767']
2998;Influenza A.;1;Influenza A;disease;Unknown;[]
2999;Flu A.;1;Flu A;gene;Unknown;[]
3010;No, the Limpert boy had a bit of jaundice.;1;jaundice;disease;Unknown;[]
3015;I'll just tell his parents he can't check out because he has the smallpox.;1;smallpox;disease;D012899;['C0037354', 'C0001906']
3025;Uh-uh.;1;Uh-uh;gene;Unknown;[]
3034;Enteroviruses cause diarrhea and flu-like symptoms in adults, maybe a rash, but for newborns, it can be deadly.;1;diarrhea;disease;C565627;['C1857276']
3034;Enteroviruses cause diarrhea and flu-like symptoms in adults, maybe a rash, but for newborns, it can be deadly.;2;flu-like symptoms;disease;Unknown;[]
3037;Viruses are more difficult to treat than bacterial infections.;1;bacterial infections;disease;D001424;['C0004623']
3038;We still haven't found a cure for the common cold.;1;common cold;disease;D003139;['C0086066', 'C0009443', 'C1384493']
3047;We need someone to hold Maxine up off the bed while the nurse changes her sheet.;1;Maxine;gene;Unknown;[]
3058;I'm just not used to you asking about someone's well-being.;1;someone;species;Unknown;[]
3139;Yeah, I'm, I'm, a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;1;fever;disease;D005334;['C0015967']
3141;Thanks, Mr. Nobby.;1;Nobby;gene;Unknown;[]
3142;Oh, so you weren't lying, you'd be curled up in bed with a bowl of chicken soup;1;chicken;species;Unknown;[]
3144;Because I really do, hey, I really do have a cough.;1;cough;disease;D003371;['C0010200']
3169;Absidia infection?;1;Absidia infection;disease;D007239;['C3714514']
3170;No, you wouldn't get the rash or cough.;1;rash;disease;D005076;['C0015230']
3170;No, you wouldn't get the rash or cough.;2;cough;disease;D003371;['C0010200']
3171;Accompanying vasculitis causes nerve damage...;1;vasculitis;disease;D014657;['C0042384']
3171;Accompanying vasculitis causes nerve damage...;2;nerve damage;disease;Unknown;[]
3173;The kid's got abdominal pain.;1;abdominal pain;disease;D015746;['C0000737', 'C3888418']
3181;Treat him for sepsis, broad-spectrum antibiotics and I want a cort-stim test and an echocardiogram.;1;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
3191;So, how are we doing on cotton swabs today?;1;cotton;species;Unknown;[]
3198;I am a bored certified diagnostician with a double specialty of infectious disease and nephrology.;1;infectious disease;disease;D003141;['C0009450']
3198;I am a bored certified diagnostician with a double specialty of infectious disease and nephrology.;2;nephrology;disease;D007674;['C0022658']
3201;But not to worry, because for most of you this job could be done by a monkey with a bottle of Motrin.;1;Motrin;gene;Unknown;[]
3202;This is Vicodin.;1;Vicodin;gene;Unknown;[]
3204;And no, I do not have a pain management problem, I have a pain problem.;1;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3204;And no, I do not have a pain management problem, I have a pain problem.;2;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3232;His creatine's rising.;1;creatine;drug;Unknown;[]
3236;Typically, low blood pressure and abdominal pain means an infection.;1;abdominal pain;disease;D015746;['C0000737', 'C3888418']
3237;An abdominal infection causes sepsis, low blood pressure...;1;abdominal infection;disease;Unknown;[]
3237;An abdominal infection causes sepsis, low blood pressure...;2;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
3239;What if the low blood pressure is causing the abdominal pain?;1;abdominal pain;disease;D015746;['C0000737', 'C3888418']
3243;It explains the cardiomyopathy, pain, the low BP, the fever.;1;cardiomyopathy;disease;Unknown;[]
3243;It explains the cardiomyopathy, pain, the low BP, the fever.;2;fever;disease;D005334;['C0015967']
3244;It's a ludicrously long shot that explains every one of those symptoms, except for the cough and the rash.;1;cough;disease;D003371;['C0010200']
3244;It's a ludicrously long shot that explains every one of those symptoms, except for the cough and the rash.;2;rash;disease;D005076;['C0015230']
3247;And then there's hypothyroidism, could be parasites.;1;hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
